relationship_name,victim_age,victim_race,victim_sex,victim_ethnicity,offender_age,offender_sex,offender_ethnicity,offender_race,location_name,offense_name,crime_against,ct_flag,hc_flag,offense_category_name,incident_hour,month_num,latitude,longitude
3,3.5553480614894135,2,1,1,3.332204510175204,0,1,2,33,30,0,0,1,1,17.0,1,-74.69770366546197,39.80843263212154
3,3.6888794541139363,5,0,1,3.8501476017100584,1,1,2,35,0,0,0,1,1,12.0,1,-74.6445129335063,39.87560136471376
3,3.713572066704308,5,1,0,3.4339872044851463,0,1,5,35,30,0,0,1,1,10.0,3,-74.66625383837423,39.55819745384283
20,3.6635616461296463,5,0,1,3.828641396489095,1,1,2,7,0,0,0,1,1,0.0,3,-74.7780450787731,39.55432573872575
20,2.9444389791664403,5,0,1,3.4657359027997265,1,0,5,7,26,0,0,1,15,12.0,3,-74.64578889755316,39.491451639074185
3,3.332204510175204,2,1,1,3.295836866004329,1,1,2,24,30,0,0,1,1,19.0,3,-74.67097806590003,39.48817488157077
20,4.060443010546419,5,1,0,4.127134385045092,1,1,2,8,27,1,1,1,16,11.0,3,-74.73041475282649,39.51882282831695
20,4.060443010546419,5,1,0,4.127134385045092,1,1,2,40,2,0,0,0,6,11.0,3,-74.7543361150988,39.570993105679726
3,3.6888794541139363,5,0,0,3.871201010907891,1,1,3,35,30,0,0,1,1,11.0,3,-74.74194314980222,39.58216146200128
3,3.4011973816621555,5,0,1,3.367295829986474,1,1,5,25,30,0,0,1,1,2.0,3,-74.70948724436586,39.60997737800454
20,3.4657359027997265,5,1,1,3.4657359027997265,1,1,2,25,0,0,0,1,1,21.0,3,-74.7240491152253,39.51358807946611
3,3.4339872044851463,5,0,1,3.4339872044851463,1,1,5,25,30,0,0,1,1,11.0,3,-74.71128180482627,39.5487570828386
24,4.2626798770413155,5,0,1,4.07753744390572,1,0,5,35,11,0,0,1,15,11.0,3,-74.65319503562492,39.50929339926252
8,3.258096538021482,5,0,1,2.9444389791664403,0,1,5,7,30,0,0,1,1,6.0,3,-74.70798150464928,39.44435681224524
3,3.4657359027997265,2,1,1,3.1780538303479458,0,1,2,35,30,0,0,1,1,10.0,3,-74.71405639808171,39.45194876587202
3,3.4965075614664802,5,1,1,2.9444389791664403,0,1,5,25,34,1,1,0,12,19.0,3,-74.6880491553453,39.58172061495992
24,4.110873864173311,5,0,1,3.6109179126442243,1,1,5,35,1,1,1,0,12,8.0,4,-74.66100864330322,39.56531047191773
24,4.110873864173311,5,0,1,3.6109179126442243,1,1,5,35,1,1,1,0,12,8.0,4,-74.71521757697882,39.545530732862204
3,3.4339872044851463,5,0,1,3.6109179126442243,1,0,5,35,18,0,0,1,1,17.0,2,-74.68580947308818,39.52914219650631
1,4.110873864173311,5,1,1,3.4339872044851463,1,1,5,20,1,1,1,0,12,16.0,4,-74.74558893149754,39.52989396297338
3,3.4339872044851463,2,0,0,3.6635616461296463,1,1,2,25,18,0,0,1,1,12.0,4,-74.60418337174663,39.51596137848146
24,4.30406509320417,1,0,1,3.295836866004329,1,1,1,25,1,1,1,0,12,9.0,4,-74.8192011216007,39.55194362381218
14,3.6375861597263857,2,0,1,2.772588722239781,1,1,2,24,33,1,0,1,17,10.0,4,-74.73067988375578,39.50857077520175
16,3.8918202981106265,3,0,1,4.07753744390572,1,1,3,35,30,0,0,1,1,12.0,4,-74.7513698998527,39.45275313758171
3,3.295836866004329,5,0,1,3.295836866004329,1,1,5,35,0,0,0,1,1,1.0,4,-74.66780064368393,39.394842889507416
20,3.4965075614664802,5,1,1,3.5263605246161616,1,1,2,2,33,1,0,1,17,12.0,4,-74.69649994022438,39.530998826296106
3,3.332204510175204,5,0,1,3.4011973816621555,1,1,2,35,30,0,0,1,1,9.0,1,-74.70720059462072,39.887244643743195
20,3.4965075614664802,5,1,1,3.5263605246161616,1,1,2,24,33,1,0,1,17,2.0,4,-74.62730829515607,39.43108816090453
14,4.189654742026425,5,1,1,3.4339872044851463,1,1,5,35,34,1,1,0,12,9.0,1,-74.7284267461588,39.88625180349503
20,4.276666119016055,5,1,1,3.5553480614894135,1,1,5,35,4,1,1,1,3,9.0,4,-74.70403191413934,39.59388032283207
20,4.276666119016055,5,1,1,3.5553480614894135,1,1,5,35,4,1,1,1,3,9.0,4,-74.68233445407189,39.446247560379895
10,3.9512437185814275,2,0,1,2.995732273553991,0,1,2,35,6,1,1,1,8,12.0,1,-74.70489030065869,39.83004493737423
3,3.1354942159291497,5,0,1,3.091042453358316,1,1,2,35,30,0,0,1,1,13.0,1,-74.73128799249262,39.80556665938075
1,3.6109179126442243,5,1,1,3.6375861597263857,1,1,5,24,7,1,0,1,5,2.0,1,-74.63569441953966,39.81331320040905
3,3.4965075614664802,1,0,0,3.4011973816621555,1,1,2,25,30,0,0,1,1,14.0,4,-74.65512200660346,39.470502362069865
3,3.7376696182833684,5,0,1,3.8501476017100584,1,1,5,35,30,0,0,1,1,4.0,1,-74.66564319415914,39.87693298160916
3,3.367295829986474,5,1,1,4.060443010546419,0,1,2,35,30,0,0,1,1,16.0,1,-74.58240673841708,39.774004850165824
