data_year,weapon_id,offense_id,nibrs_weapon_id
2022,41,194318586,
2022,41,194318594,
2022,41,194318603,
2022,41,194318607,
2022,41,195763897,
2022,42,195763906,
2022,41,195763921,
2022,37,195763922,
2022,41,195763929,
2022,41,195763935,
2022,41,185202147,
2022,21,184370388,
2022,21,183967247,
2022,42,176019206,
2022,3,194319025,
2022,41,194319032,
2022,41,194319045,
2022,42,194319139,
2022,42,194319164,
2022,41,176608871,
2022,41,176019207,
2022,3,196411881,
2022,41,176139946,
2022,42,189267755,
2022,42,198429607,
2022,42,178397159,
2022,38,196142340,
2022,21,187352059,
2022,42,176139948,
2022,42,185202154,
2022,41,186119134,
2022,42,196142341,
2022,38,185202155,
2022,39,181494649,
2022,38,196142375,
2022,41,185293030,
2022,41,185293031,
2022,41,185276965,
2022,42,176139951,
2022,41,177553935,
2022,39,189267767,
2022,42,189267769,
2022,39,182643252,
2022,39,177553937,
2022,41,185372139,
2022,41,198429608,
2022,41,177244676,
2022,41,186377304,
2022,41,187336410,
2022,41,195902922,
2022,41,185283185,
2022,3,186684713,
2022,42,187734281,
2022,3,186684714,
2022,41,186684715,
2022,21,176533720,
2022,42,187734292,
2022,41,188647547,
2022,42,188647548,
2022,42,188647573,
2022,31,188647576,
2022,41,188647582,
2022,41,188647586,
2022,41,188647597,
2022,42,188647599,
2022,42,188647605,
2022,38,187734335,
2022,41,187734342,
2022,21,176533721,
2022,42,188511345,
2022,41,177188854,
2022,41,177135706,
2022,41,188511354,
2022,38,188511356,
2022,41,188511361,
2022,38,191824316,
2022,41,189429047,
2022,41,189429063,
2022,38,189429063,
2022,39,194315723,
2022,41,185372140,
2022,41,201064162,
2022,41,176547421,
2022,42,187982871,
2022,41,190728513,
2022,39,181312092,
2022,21,186621004,
2022,41,176709499,
2022,41,186621007,
2022,42,178961035,
2022,42,189267789,
2022,42,189429070,
2022,38,189429075,
2022,41,191824327,
2022,38,191824329,
2022,39,191824336,
2022,42,191824366,
2022,42,194319594,
2022,21,194319617,
2022,42,194319639,
2022,41,194319680,
2022,41,196142391,
2022,41,196142406,
2022,41,185276971,
2022,41,178955555,
2022,41,191649455,
2022,38,198429611,
2022,41,183073767,
2022,42,178354237,
2022,42,178397162,
2022,39,181522618,
2022,41,189267795,
2022,3,177127162,
2022,32,187352060,
2022,41,185372145,
2022,41,185372146,
2022,39,181286898,
2022,41,185372147,
2022,38,186970419,
2022,3,196142417,
2022,41,198422278,
2022,31,187714993,
2022,31,187714994,
2022,41,187717214,
2022,38,187717232,
2022,39,187717237,
2022,38,187717239,
2022,38,187717240,
2022,41,187717253,
2022,41,187717254,
2022,37,187717256,
2022,37,187717257,
2022,42,187717260,
2022,37,187717268,
2022,41,187717277,
2022,41,187778346,
2022,41,187778347,
2022,41,187778349,
2022,21,187778352,
2022,41,189393708,
2022,42,189393713,
2022,21,189393717,
2022,21,189393718,
2022,21,186970420,
2022,42,182643254,
2022,41,178354238,
2022,42,190717247,
2022,21,190717253,
2022,41,194320146,
2022,3,194320150,
2022,41,195763936,
2022,41,195763950,
2022,41,195763952,
2022,41,195763954,
2022,41,195763959,
2022,42,195763978,
2022,41,176608878,
2022,42,176608879,
2022,21,188129150,
2022,41,185429563,
2022,38,183944625,
2022,21,187352065,
2022,41,185566946,
2022,21,177324901,
2022,21,177324902,
2022,41,189111585,
2022,38,201004402,
2022,41,189111587,
2022,38,201004403,
2022,42,187128845,
2022,41,185429568,
2022,38,177188860,
2022,31,201251225,
2022,41,189281813,
2022,41,181312094,
2022,41,187340051,
2022,3,201251241,
2022,3,189464232,
2022,21,177102479,
2022,38,201251247,
2022,21,177102480,
2022,3,183217932,
2022,3,183217933,
2022,41,201251253,
2022,39,183217934,
2022,41,177105262,
2022,21,177105263,
2022,41,186066738,
2022,41,177127169,
2022,41,177553941,
2022,39,177127171,
2022,39,186970423,
2022,21,186684718,
2022,21,186684720,
2022,41,178354242,
2022,41,177324904,
2022,42,202005383,
2022,41,185429575,
2022,42,180573727,
2022,38,202005384,
2022,41,202005385,
2022,41,202005386,
2022,42,202005398,
2022,41,202005405,
2022,42,202005409,
2022,9,202005410,
2022,38,202005411,
2022,41,202005412,
2022,38,202005419,
2022,41,185429577,
2022,41,202005421,
2022,21,186687536,
2022,38,202005423,
2022,41,202005426,
2022,21,183217936,
2022,21,202005428,
2022,41,202005430,
2022,41,185429578,
2022,41,202005432,
2022,41,202005434,
2022,21,177324913,
2022,41,202005436,
2022,41,197185049,
2022,39,192457677,
2022,41,202005443,
2022,41,177522309,
2022,39,189267821,
2022,41,177135717,
2022,42,200994716,
2022,41,185429581,
2022,41,185551273,
2022,41,177244681,
2022,38,177817299,
2022,21,177817301,
2022,39,199439483,
2022,39,178504653,
2022,41,179933663,
2022,3,202957048,
2022,3,202957049,
2022,41,202957060,
2022,39,185444866,
2022,39,182643259,
2022,42,185672812,
2022,41,185435454,
2022,42,186621014,
2022,3,178397173,
2022,3,178397174,
2022,41,177817304,
2022,41,185435455,
2022,38,186970424,
2022,38,186970425,
2022,1,186687537,
2022,1,186687538,
2022,41,178878652,
2022,41,178878653,
2022,1,198429618,
2022,1,177817307,
2022,39,177553946,
2022,21,177553947,
2022,21,177553948,
2022,41,189111588,
2022,41,202957066,
2022,21,197176771,
2022,3,178504657,
2022,41,187310918,
2022,9,186684724,
2022,41,189265501,
2022,21,202957069,
2022,41,178955568,
2022,41,179239757,
2022,21,178504658,
