data_year,bias_id,offense_id
2022,88,196176308
2022,88,196176309
2022,88,196176310
2022,88,196176311
2022,88,196176312
2022,88,196176313
2022,88,196176314
2022,88,196176315
2022,88,199561719
2022,88,199561720
2022,88,182644020
2022,88,182644021
2022,88,182644024
2022,88,182644025
2022,88,182644026
2022,88,182644027
2022,88,182644028
2022,88,182644029
2022,88,182644032
2022,88,182644033
2022,88,182644034
2022,88,182644035
2022,88,182644036
2022,88,182644037
2022,88,182644038
2022,88,182644039
2022,88,182644040
2022,88,182644041
2022,88,182644042
2022,88,182644043
2022,88,182644044
2022,88,182644046
2022,88,182644047
2022,88,182644048
2022,88,182644049
2022,88,182644050
2022,88,182644051
2022,88,182644052
2022,88,182644053
2022,88,182644054
2022,88,182644055
2022,88,182644056
2022,88,182644057
2022,88,182644058
2022,88,182644059
2022,88,182644060
2022,88,182644061
2022,88,182644062
2022,88,182644063
2022,88,182644064
2022,88,182644065
2022,88,182644066
2022,88,182644069
2022,88,182644070
2022,88,182644071
2022,88,182644072
2022,88,182644073
2022,88,182644074
2022,88,182644075
2022,88,182644076
2022,88,182644077
2022,88,182644078
2022,88,182644079
2022,88,182644080
2022,88,182644081
2022,88,182644082
2022,88,182644083
2022,88,182644084
2022,88,182644085
2022,88,182644086
2022,88,182644087
2022,88,182644088
2022,88,182644089
2022,88,182644090
2022,88,182644091
2022,88,182644094
2022,88,182644095
2022,88,182644096
2022,88,182644097
2022,88,182644098
2022,88,182644099
2022,88,182644100
2022,88,182644101
2022,88,182644102
2022,88,182644103
2022,88,182644105
2022,88,182644106
2022,88,182644107
2022,88,182644108
2022,88,182644109
2022,88,182644110
2022,88,182644111
2022,88,182644112
2022,88,182644113
2022,88,182644114
2022,88,182644115
2022,88,182644116
2022,88,182644118
2022,88,182644119
2022,88,182644120
2022,88,182644121
2022,88,182644122
2022,88,182644123
2022,88,182644124
2022,88,182644125
2022,88,182644126
2022,88,182644127
2022,88,182644128
2022,88,182644129
2022,88,178957126
2022,88,182644130
2022,88,178957127
2022,88,182644131
2022,88,178957128
2022,88,182981681
2022,88,178957129
2022,88,182981683
2022,88,178957130
2022,88,182981686
2022,88,178957131
2022,88,178957132
2022,88,182981688
2022,88,182981689
2022,88,179019311
2022,88,182981691
2022,88,179019312
2022,88,182981693
2022,88,183382350
2022,88,182981695
2022,88,179101278
2022,88,182981697
2022,88,179101279
2022,88,182981699
2022,88,182981700
2022,88,179185869
2022,88,182981702
2022,88,179204407
2022,88,182981704
2022,88,182981706
2022,88,182981707
2022,88,179204408
2022,88,182981709
2022,88,181419584
2022,88,182981711
2022,88,182981712
2022,88,179625729
2022,88,182981714
