data_year,victim_id,offense_id
2022,177672602,192017191
2022,177672603,192017192
2022,177672604,192017193
2022,177672605,192017194
2022,177672606,192017195
2022,177672607,192017196
2022,177672608,192017197
2022,177672609,192017198
2022,177672610,192017199
2022,177672611,192017200
2022,177672612,192017201
2022,177672613,192017201
2022,177672614,192017202
2022,177672615,192017204
2022,177672616,192017203
2022,177672617,192017205
2022,177672618,192017206
2022,177672619,192017207
2022,177672620,192017207
2022,177672621,192017208
2022,177672622,192017209
2022,188098271,202474407
2022,177672623,192017210
2022,177672624,192017211
2022,177672625,192017212
2022,177672626,192017213
2022,177672626,192017214
2022,177672627,192017215
2022,177672627,192017216
2022,177672628,192017217
2022,177672629,192017218
2022,177672630,192017219
2022,177672631,192017220
2022,177672632,192017221
2022,177672634,192017224
2022,177672635,192017223
2022,177672636,192017225
2022,177672637,192017226
2022,177672638,192017227
2022,177672639,192017228
2022,177672640,192017229
2022,177672641,192017231
2022,177672642,192017230
2022,177672643,192017232
2022,163769077,178053261
2022,163769078,178053262
2022,163769079,178053263
2022,163769080,178053264
2022,164502601,178780438
2022,164502602,178780439
2022,164502603,178780440
2022,164502604,178780441
2022,164502605,178780442
2022,164502606,178780443
2022,164502607,178780444
2022,164502608,178780445
2022,164502609,178780446
2022,164502610,178780447
2022,164502611,178780448
2022,164502612,178780449
2022,164502613,178780450
2022,164502614,178780451
2022,164502615,178780452
2022,164502616,178780453
2022,164502617,178780454
2022,164502619,178780456
2022,164502620,178780457
2022,164502621,178780458
2022,164502622,178780459
2022,164502623,178780460
2022,164502624,178780461
2022,164502625,178780462
2022,164502625,178780463
2022,164502627,178780465
2022,164551094,178830972
2022,164551095,178830971
2022,164551097,178830974
2022,167097972,181419581
2022,167097973,181419582
2022,164551102,178830979
2022,164578099,178858265
2022,164578101,178858267
2022,164578103,178858269
2022,164578105,178858271
2022,164578107,178858273
2022,182820449,197176815
2022,164578108,178858274
2022,164578111,178858277
2022,182820450,197176816
2022,164578113,178858279
2022,164578115,178858281
2022,182820451,197176817
2022,164578117,178858283
2022,182820452,197176818
2022,182820452,197176819
2022,164578120,178858286
2022,182820453,197176820
2022,164578121,178858287
2022,182820454,197176821
2022,164578123,178858289
2022,182820455,197176822
2022,164738621,179019305
2022,182820456,197176823
2022,182820457,197176824
2022,182820458,197176825
2022,182820459,197176826
2022,182820459,197176827
2022,182820460,197176829
2022,182820461,197176828
2022,182820462,197176830
2022,182820463,197176831
2022,182820464,197176831
2022,182820465,197176832
2022,182820466,197176833
2022,182820467,197176834
2022,182820467,197176835
2022,182820468,197176836
2022,182820469,197176837
2022,182820470,197176838
2022,182820471,197176839
2022,182820472,197176840
2022,182820473,197176841
2022,182820474,197176842
2022,182820475,197176843
2022,182820476,197176844
2022,182820477,197176845
2022,182820478,197176846
2022,182820479,197176847
2022,182820480,197176848
2022,182820481,197176849
2022,182820482,197176850
2022,182820482,197176851
2022,182820483,197176852
2022,182820484,197176853
2022,182820485,197176854
2022,182820486,197176855
2022,182820487,197176856
2022,182820488,197176857
2022,182820488,197176858
2022,182820489,197176859
2022,182820490,197176860
2022,182820490,197176861
2022,182820491,197176862
2022,182820492,197176863
2022,182820493,197176864
2022,181015713,195370671
2022,181015714,195370672
2022,181015715,195370672
2022,181015716,195370673
2022,181015717,195370674
2022,181015718,195370675
2022,181015719,195370676
2022,181015720,195370677
2022,181015721,195370678
2022,181015722,195370679
2022,181015723,195370680
2022,181015724,195370681
2022,181015725,195370682
2022,181015726,195370683
2022,181015727,195370684
2022,181015728,195370685
2022,181015729,195370686
2022,181015729,195370687
2022,181015729,195370688
2022,181015730,195370689
2022,181015731,195370689
2022,181015732,195370690
2022,181015733,195370691
2022,181015734,195370692
2022,181015735,195370693
2022,181015736,195370694
2022,181015737,195370695
2022,181015738,195370696
2022,181015739,195370697
2022,181015739,195370698
2022,181015740,195370697
2022,181015740,195370698
2022,181015741,195370697
2022,181015741,195370698
2022,181015742,195370699
2022,181015743,195370700
2022,181015744,195370701
2022,181015744,195370702
2022,181015745,195370702
2022,181015746,195370703
2022,181015747,195370704
2022,181015748,195370705
2022,181015749,195370706
2022,164738622,179019306
2022,164738623,179019307
2022,164738623,179019308
2022,164738624,179019309
2022,164738625,179019310
2022,164578125,178858291
2022,164578126,178858292
2022,164578128,178858294
2022,164578130,178858297
2022,164578132,178858299
2022,164578134,178858301
