data_year,criminal_act_id,offense_id
2022,6,187717228
2022,6,187717229
2022,6,187717240
2022,9,188129150
2022,9,176608881
2022,9,185429563
2022,6,187717251
2022,9,183944625
2022,9,187352062
2022,6,187717264
2022,6,187352063
2022,6,187352064
2022,6,187352065
2022,9,185566946
2022,9,177324901
2022,6,187717279
2022,6,187717280
2022,6,189393712
2022,6,189393718
2022,3,190717233
2022,6,190717234
2022,6,190717235
2022,8,190717237
2022,6,190717238
2022,7,190717239
2022,6,190717240
2022,6,190717241
2022,8,190717241
2022,6,190717249
2022,6,194320150
2022,8,195763939
2022,6,195763962
2022,6,195763963
2022,2,195763964
2022,9,195763978
2022,6,177324902
2022,4,177518359
2022,9,189111585
2022,9,189111587
2022,6,177244677
2022,9,187128845
2022,9,185429568
2022,9,177188860
2022,9,189281813
2022,9,181312094
2022,9,187340051
2022,9,189464232
2022,8,201004401
2022,9,177102479
2022,6,201004403
2022,8,177102480
2022,9,183217932
2022,6,201004410
2022,6,201004417
2022,6,201251229
2022,5,201251235
2022,9,201251247
2022,6,202005411
2022,6,202957049
2022,8,183217933
2022,9,177553938
2022,9,177105262
2022,6,177105263
2022,9,185429570
2022,9,178354240
2022,10,187217119
2022,9,186066738
2022,9,177127169
2022,9,177553941
2022,9,177127171
2022,9,186970423
2022,9,186684718
2022,6,186684720
2022,9,178354242
2022,3,177127172
2022,6,202957069
2022,8,177127173
2022,9,177324904
2022,9,185429574
2022,1,202957074
2022,9,185429575
2022,2,202957091
2022,2,202658710
2022,1,181489397
2022,6,181489431
2022,6,181489438
2022,6,181489485
2022,8,181516937
2022,6,181516940
2022,6,180573727
2022,1,181517011
2022,9,185429577
2022,9,186687536
2022,9,183217936
2022,9,185429578
2022,9,177324912
2022,6,177324913
2022,9,197185049
2022,9,192457677
2022,9,177522309
2022,9,177135717
2022,9,200994716
2022,6,181517020
2022,9,185429581
2022,9,185551273
2022,9,177244681
2022,9,185630996
2022,6,182645610
2022,6,182645611
2022,6,182645634
2022,6,182645635
2022,8,182645647
2022,6,182645665
2022,3,182645674
2022,6,182645675
2022,6,182645679
2022,6,182645680
2022,6,182645684
2022,6,182645706
2022,6,182645709
2022,6,182645712
2022,6,182645713
2022,1,182645730
2022,6,182645732
2022,8,183450422
2022,6,183450424
2022,6,183450425
2022,6,183450428
2022,6,183450429
2022,6,183450459
2022,6,183450460
2022,2,183450479
2022,2,183450481
2022,6,183450499
2022,8,183450522
2022,9,177817299
2022,3,178215532
2022,9,177817300
2022,6,184832441
2022,6,184832442
2022,6,184832456
2022,8,184832472
2022,6,184832492
2022,6,184832506
2022,6,184832526
2022,6,184832530
2022,2,184832538
2022,6,184832542
2022,6,184832544
2022,6,184832553
2022,8,184832571
2022,8,184832578
2022,6,184832584
2022,8,184832590
2022,8,184832591
2022,8,186621062
2022,6,186621066
2022,6,186621067
2022,6,186621068
2022,6,177817301
2022,9,199439483
2022,6,186621095
2022,6,186621106
2022,6,186621144
2022,6,186621177
2022,6,186621195
2022,6,186621196
2022,2,194321768
2022,6,194321771
2022,8,194321779
2022,8,194321783
2022,6,194321787
2022,6,194321788
2022,1,194321790
2022,2,194321792
2022,9,178397170
2022,6,194321804
2022,9,177324922
2022,6,194321806
2022,6,194321807
2022,3,186621012
2022,6,194321809
2022,9,178504653
2022,6,194321812
2022,6,194321813
2022,9,179933663
2022,6,194321814
2022,6,194321829
2022,6,194321844
2022,6,194321845
2022,1,194321851
2022,2,194321852
2022,6,194321860
2022,6,194321861
2022,6,194321866
2022,8,194321876
2022,1,194321884
2022,6,194321885
2022,3,194321887
2022,4,194321887
2022,6,194321887
2022,2,194321890
2022,6,194321894
2022,3,189455710
2022,3,189455712
2022,1,189455713
2022,9,185444866
2022,9,182643259
2022,9,185672812
2022,9,185435454
2022,6,189455746
2022,9,186621014
2022,9,178397173
2022,6,178397174
2022,9,177817304
2022,1,189455752
2022,9,185435455
2022,9,177817305
2022,2,189455759
2022,6,189455760
2022,2,189455762
2022,9,186970424
2022,6,186970425
2022,1,189455765
2022,9,186687537
2022,6,186687538
2022,9,185429582
2022,8,189455780
2022,6,189455790
2022,6,189455791
2022,6,189455792
2022,9,178878652
2022,9,178878653
2022,9,198429618
2022,6,189455805
2022,9,177817307
2022,6,189455809
2022,6,182643261
2022,6,182643262
2022,6,178354254
2022,6,189455823
2022,6,189455824
2022,9,177553946
2022,6,189455830
2022,8,189455830
2022,6,189455831
2022,8,189455831
2022,1,178068410
2022,9,177553947
2022,6,177553948
2022,6,190677782
2022,9,189111588
2022,6,190677783
2022,6,190677784
2022,8,190677790
2022,6,190677791
2022,6,197176771
2022,6,190677799
2022,6,190677800
2022,9,178504657
2022,6,190677808
2022,9,187310918
2022,6,190677809
2022,9,186684723
2022,6,186684724
2022,9,189265501
2022,9,177817313
2022,9,178955568
2022,9,179239757
2022,9,178504658
2022,9,181408095
2022,6,190677839
2022,6,190677840
2022,2,190677842
2022,6,190677846
2022,6,190677847
2022,2,190677860
2022,4,190677867
2022,6,190677867
2022,8,190677867
2022,6,190677868
2022,6,190677869
2022,6,190677873
2022,6,190677874
2022,6,194321921
2022,8,194321921
2022,8,194321928
2022,6,194321942
2022,6,194321950
2022,2,194321959
2022,6,194321981
2022,8,194321994
2022,5,194322004
2022,8,194322004
2022,6,194322026
2022,6,194322032
2022,8,194322032
2022,6,194322042
2022,9,198429620
2022,9,182795471
2022,9,178809258
2022,9,183984606
2022,6,194322061
2022,9,178397186
2022,6,194322065
2022,9,178397187
2022,9,182643266
2022,3,178215541
2022,6,178237023
2022,9,185672844
2022,9,178294863
2022,9,186970428
2022,6,186970429
2022,6,186970430
2022,9,178215542
2022,6,194322100
2022,6,194322101
2022,9,183967250
2022,2,194322108
2022,9,185435462
2022,3,194322113
2022,9,178955578
2022,8,178294865
2022,6,194322117
2022,9,189001692
2022,6,194322126
2022,8,194322127
2022,8,194322145
2022,2,194322153
2022,6,194322158
2022,8,194322162
2022,2,194322163
2022,6,194322167
2022,6,194322169
2022,6,194322170
2022,3,194322183
2022,9,194322187
2022,9,196411906
2022,3,196411908
