data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2022,51378895,,51
2022,48507343,,51
2022,46964809,,51
2022,47597094,,51
2022,48467798,,51
2022,49557875,,51
2022,49557876,,51
2022,49557877,,51
2022,46560251,,51
2022,46560252,,51
2022,48180179,,3
2022,48180180,,3
2022,48180181,,3
2022,46869639,,3
2022,46684543,,51
2022,47666145,,51
2022,46560253,,51
2022,50338613,,51
2022,46560255,,51
2022,47159190,,51
2022,46560256,,51
2022,47783065,,51
2022,47783066,,51
2022,46560259,,51
2022,48507344,,51
2022,46621857,,51
2022,46834114,,51
2022,48507345,,51
2022,50605025,,1
2022,46560260,,51
2022,46594720,,51
2022,46560261,,51
2022,47289368,,51
2022,48490862,,51
2022,46684544,,51
2022,48151423,,51
2022,46560263,,51
2022,46594721,,51
2022,50357634,,3
2022,47434352,,51
2022,46594722,,51
2022,48507347,,51
2022,48507348,,51
2022,48507349,,51
2022,46594723,,51
2022,47440371,,51
2022,47670213,,51
2022,48180182,,51
2022,48507350,,51
2022,48507351,,51
2022,46615290,,51
2022,48428282,,51
2022,47596111,,51
2022,46594724,,51
2022,46594725,,51
2022,48515676,,51
2022,46699383,,51
2022,47030697,,51
2022,47414491,,51
2022,46621858,,51
2022,47507988,,51
2022,46819643,,51
2022,47647387,,51
2022,47647388,,51
2022,47596112,,3
2022,47596113,,51
2022,47509494,,51
2022,47440373,,51
2022,49464566,,51
2022,46769359,,51
2022,46769360,,1
2022,46664196,,51
2022,46664197,,51
2022,46819644,,1
2022,46664198,,51
2022,46638956,,51
2022,48507352,,51
2022,48507353,,51
2022,46889039,,51
2022,48507354,,51
2022,47599958,,51
2022,46879942,,51
2022,46879943,,51
2022,47280032,,51
2022,47747260,,51
2022,46664199,,51
2022,47602848,,51
2022,47602849,,51
2022,46879944,,51
2022,46879945,,51
2022,46819647,,51
2022,46916832,,51
2022,46699386,,51
2022,50980395,,51
2022,46819648,,51
2022,46835158,,51
2022,50522960,,51
2022,46890977,,51
2022,48144087,,51
2022,48507355,,51
2022,48507356,,51
2022,46699388,,51
2022,46835159,,51
2022,46699390,,51
2022,46957143,,51
2022,46869640,,51
2022,46869641,,51
2022,46835160,,51
2022,47510252,,51
2022,47510253,,51
2022,50477261,,51
2022,50477262,,51
2022,50338615,,51
2022,47159994,,3
2022,46955255,,51
2022,48272201,,52
2022,46889042,,51
2022,46869642,,51
2022,46879946,,51
2022,47685797,,51
2022,46917185,,51
2022,49957905,,51
2022,47864958,,51
2022,47159995,,51
2022,48507357,,51
2022,47510254,,51
2022,46890978,,51
2022,47114920,,51
2022,46969382,,51
2022,47647389,,51
2022,46889043,,51
2022,46889044,,51
2022,46917186,,51
2022,46907918,,51
2022,47353302,,51
2022,47601130,,51
2022,46879947,,51
2022,46879948,,51
2022,47159191,,51
2022,48140196,,51
