data_year,property_id,incident_id,prop_loss_id,stolen_count,recovered_count
2022,147199804,147657840,6,,
2022,165098745,168357168,1,,
2022,157954320,160094651,7,,
2022,156327945,158230649,7,,
2022,148574481,149263345,7,,
2022,146570553,146914981,7,,
2022,156327946,158230650,7,,
2022,160755156,163337425,5,,1
2022,160755157,163337425,7,1,
2022,149494913,150312237,4,,
2022,149494914,150312237,7,,
2022,156327947,158230651,7,,
2022,152312613,153573052,7,,
2022,153327574,154758001,5,,
2022,153327575,154758001,7,,
2022,156327948,158230652,7,,
2022,157743055,159860290,7,,
2022,148570069,149258581,4,,
2022,148570070,149258581,7,,
2022,146761001,147149807,7,,
2022,153399561,154838791,1,,
2022,153399562,154838791,4,,
2022,153327576,154758003,5,,
2022,153331693,154763442,5,,
2022,153331694,154763442,7,,
2022,153331695,154763443,7,,
2022,147183720,147635552,7,,
2022,152312614,153573053,7,,
2022,156327949,158230653,7,,
2022,156327950,158230654,7,,
2022,152128213,153370588,7,,
2022,146807055,147203038,7,,
2022,146807056,147203039,7,,
2022,163228336,166220196,4,,
2022,156327951,158230655,1,,
2022,156327952,158230655,7,,
2022,148120897,148729543,7,,
2022,146884962,147287848,7,,
2022,148153436,148766157,7,,
2022,150511166,151480814,7,,
2022,147183724,147635556,4,,
2022,146805807,147201616,4,,
2022,156327953,158230656,7,,
2022,156327954,158230657,7,,
2022,156327955,158230658,7,,
2022,147199806,147657842,6,,
2022,150487325,151457137,7,,
2022,146884963,147287849,4,,
2022,146884964,147287850,4,,
2022,150326786,151280622,7,,
2022,153399563,154838796,1,,
2022,153399564,154838796,4,,
2022,150511167,151480815,7,,
2022,148234857,148859850,7,,
2022,147184394,147638213,7,,
2022,156327956,158230659,7,,
2022,152312615,153573054,7,,
2022,153441394,154891134,4,,
2022,156327957,158230660,7,,
2022,163228338,166220198,7,,
2022,146807059,147203043,1,,
2022,146807060,147203043,4,,
2022,147183728,147635561,7,,
2022,153441395,154891135,4,,
2022,155410180,157164735,7,,
2022,154336093,155932869,5,,
2022,154336094,155932869,7,,
2022,155114824,156812773,1,,
2022,151469734,152591147,4,,
2022,153441396,154891137,7,,
2022,154902358,156564066,6,,
2022,156327959,158230662,7,,
2022,153444614,154895118,7,,
2022,153541798,155009383,4,,
2022,151531976,152664904,7,,
2022,146807061,147203045,1,,
2022,153441398,154891139,5,,
2022,153441399,154891139,7,,
2022,147183730,147635563,4,,
2022,147030050,147448574,4,,
2022,147183731,147635564,4,,
2022,156327960,158230663,1,,
2022,156327961,158230663,7,,
2022,147030053,147448576,7,,
2022,148570071,149258582,4,,
2022,156327962,158230664,4,,
2022,156327963,158230664,7,,
2022,148460697,149131343,7,,
2022,147030057,147448579,4,,
2022,156327964,158230665,7,,
2022,156209218,158095062,1,,
2022,147287157,147757844,5,,
2022,155764344,157575264,5,,1
2022,155764345,157575264,7,1,
2022,147030058,147448580,7,,
2022,150576874,151552304,7,,
2022,150446772,151410241,4,,
2022,150446773,151410241,7,,
2022,148020743,148609359,7,,
2022,155366526,157114269,5,,1
2022,155366527,157114269,7,1,
2022,148460698,149131344,7,,
2022,147184397,147638216,7,,
2022,147158307,147605735,7,,
2022,147360605,147837326,7,,
2022,148153437,148766158,4,,
2022,148153438,148766158,7,,
2022,156337819,158243389,7,,
