data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2022,4,158859164,11.000,1,14177762
2022,4,160130624,3.000,1,14350660
2022,5,160130624,6.000,1,14350661
2022,5,160130625,1.000,11,14350662
2022,17,160130625,1.000,11,14350663
2022,17,160130634,1.000,11,14350664
2022,16,158859171,10.000,9,14177764
2022,1,158859171,15.500,1,14177765
2022,4,165418459,0.300,1,15062197
2022,4,156982565,0.500,3,13914443
2022,1,165418459,1.000,1,15062198
2022,4,158859172,1.000,1,14177767
2022,12,156982581,1.000,3,13914445
2022,12,156982584,18.000,9,13914446
2022,1,158859172,1.400,1,14177768
2022,4,160130659,114.040,1,14350665
2022,8,156982605,29.000,9,13914447
2022,2,156982619,0.070,1,13914448
2022,4,160130716,21.000,1,14350666
2022,8,157025761,7.000,9,13923752
2022,16,157025777,10.000,9,13923753
2022,16,157025804,51.000,9,13923754
2022,1,157025849,1.000,3,13923755
2022,16,157025850,4.000,9,13923756
2022,8,160130716,1.000,1,14350667
2022,16,160130763,4.000,1,14350668
2022,5,157025887,10.000,4,13923757
2022,1,157540766,1.000,11,14001065
2022,4,160142765,1.000,11,14351384
2022,16,160130766,3.000,1,14350669
2022,16,160142767,33.000,9,14351385
2022,12,160130771,5.000,1,14350670
2022,1,160130777,0.020,1,14350671
2022,1,160142782,1.000,11,14351386
2022,10,160142782,1.000,11,14351387
2022,1,160130827,11.000,1,14350672
2022,1,160142806,1.000,11,14351388
2022,1,162466464,7.000,1,14664787
2022,4,160130827,192.000,9,14350673
2022,4,165457702,331.000,1,15069397
2022,1,165457702,2.000,1,15069398
2022,4,160130857,30.000,9,14350676
2022,4,163231045,1.750,1,14760404
2022,1,160130904,2.700,1,14350678
2022,4,160130907,53.000,1,14350679
2022,8,160130907,39.000,9,14350680
2022,4,160130909,61.460,1,14350681
2022,1,160130909,5.460,1,14350682
2022,1,160130931,6.000,1,14350684
2022,4,160130943,3.000,1,14350685
2022,1,160130945,2.000,1,14350686
2022,11,160130945,2.000,9,14350687
2022,2,163231048,6.000,1,14760405
2022,1,156399802,1.000,1,13834611
2022,5,163231048,282.000,1,14760406
2022,1,160130976,4.000,1,14350691
2022,1,160918314,8.000,1,14461246
