data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2022,149026179,63,10,,
2022,149026180,19,676,,
2022,149026180,50,20,,
2022,149026181,3,200,,
2022,149026182,3,200,,
2022,150020388,63,1500,,
2022,150020389,20,2900,,
2022,150020390,20,1000,,
2022,150020392,10,,,
2022,150020393,20,400,,
2022,150020394,10,,,
2022,150452294,63,2020,,
2022,150020395,11,1,,
2022,150431209,64,500,,
2022,150431210,19,30,,
2022,147408405,3,1000,,
2022,148090801,3,12000,,
2022,160919206,2,16,,
2022,160919206,20,1500,,
2022,148988984,63,0,,
2022,148223814,10,,,
2022,148090803,20,304,,
2022,148090803,25,1,,
2022,148006554,16,5,,
2022,148006554,63,20,,
2022,148090804,3,400,,
2022,148090805,6,200,,
2022,148090805,63,800,,
2022,148090806,9,0,,
2022,148618044,63,1300,,
2022,148223815,3,700,,
2022,160919207,20,6,,
2022,148223816,9,0,,
2022,148223816,20,300,,
2022,148223816,51,0,,
2022,148988985,9,0,,
2022,148774452,63,0,,
2022,148988986,20,17850,,
2022,148988987,63,0,,
2022,148988988,26,1,,
2022,148988988,42,1,,
2022,148988990,63,35,,
2022,149098661,3,200,,
2022,165460228,63,600,,
2022,150515148,6,1100,,
2022,150515148,20,300,,
2022,150431211,10,,,
2022,150452295,20,20,,
2022,150452295,21,11,,
2022,150452295,25,60,,
2022,150431212,52,0,,
2022,150431213,10,,,
2022,150452296,19,35,,
2022,150515149,36,5052,,
2022,150515150,8,24,,
2022,151352555,9,0,,
2022,151352555,20,10,,
2022,151352555,47,0,,
2022,151352555,61,244,,
2022,151352555,63,156,,
2022,151352556,3,3000,2022-04-05,
2022,151352557,3,3000,,
2022,151352561,10,,,
2022,151352564,17,2700,,
2022,151352565,10,,,
2022,151352566,20,120,,
2022,151352567,3,10000,,
2022,151352568,63,40,,
2022,152337259,10,,,
2022,152337259,11,1,,
2022,152542493,20,120,,
2022,152542494,3,5000,,
2022,152542495,11,1,,
2022,152542496,10,2744,,
2022,152542497,15,350,,
2022,152542497,17,1000,,
2022,152542497,26,200,,
2022,152542498,16,1000,,
2022,152542498,26,725,,
2022,152542498,63,775,,
2022,152542499,3,200,,
2022,153449697,20,5,,
2022,152542500,36,7900,,
2022,152542501,63,5,,
2022,152542502,10,,,
2022,152542502,11,1,,
2022,152542503,20,5000,,
2022,152542506,10,,,
2022,152542507,10,,,
2022,152542508,10,,,
2022,152542509,10,,,
2022,152542510,10,,,
2022,152542511,10,,,
2022,152542512,10,,,
2022,152542513,38,150,,
2022,152542514,10,,,
2022,152542514,11,1,,
2022,157631735,6,1061,,
2022,153449699,10,,,
2022,149418057,20,8513,,
2022,157631736,63,400,,
2022,165460229,36,1000,,
2022,165460230,25,50,,
2022,150319190,33,7500,,
2022,150319190,54,1,,
2022,150319190,63,1,,
2022,149418062,19,10,,
2022,149418063,24,100,,
2022,157631739,63,160,,
2022,157631740,10,,,
2022,165460232,20,664,,
2022,165460233,20,20,,
2022,165460234,9,0,,
2022,165460234,10,4,,
2022,165460235,9,0,,
2022,165460235,20,200,,
2022,165460235,47,0,,
2022,165460236,9,0,,
2022,165460236,20,493,,
2022,165460237,20,10,,
2022,150483232,38,384,,
2022,150483233,63,200,,
2022,150483234,63,20,,
2022,151353417,38,500,,
2022,165460238,20,718,,
2022,150665956,16,1600,,
2022,165460239,9,0,,
2022,165460239,20,1425,,
2022,165460239,47,0,,
2022,165460239,63,300,,
2022,165460240,61,140,,
2022,165460241,20,50,,
2022,165460242,9,0,,
2022,165460243,63,0,,
2022,165460244,9,0,,
2022,165460245,20,5,,
2022,151353423,63,20,,
2022,165460246,10,1,,
2022,165460246,61,549,,
2022,151353425,63,31,,
2022,151446858,63,300,,
2022,157631742,10,,,
2022,157631742,11,1,,
2022,157631744,63,500,,
2022,165460247,20,4704,,
2022,165460248,54,70,,
2022,152165289,10,60,,
2022,152165289,11,234,,
2022,165460249,9,0,,
2022,165460249,25,250,,
2022,165460249,51,0,,
2022,165460249,63,10,,
2022,151446863,60,220,,
2022,157631745,4,200,,
2022,157631746,8,153,,
2022,157631748,38,600,,
2022,157631749,2,22,,
2022,157631749,8,2,,
2022,163619426,38,300,,
2022,163619427,38,300,,
2022,163619427,65,300,,
2022,163614236,63,79,,
2022,163614237,3,200,,
2022,163614238,7,500,,
2022,163619428,63,40,,
2022,163619429,63,200,,
2022,163619430,52,0,,
2022,163619431,9,0,,
2022,163619432,38,500,,
2022,163628290,8,3,,
2022,163628291,20,25,,
2022,163628292,52,0,,
2022,163628293,63,70,,
2022,163628294,63,420,,
2022,163628295,19,15,,
2022,163628296,17,38000,,
2022,163628297,4,200,,
2022,163628298,17,1000,,
2022,163628298,20,3000,,
2022,163628298,26,200,,
2022,163628298,63,6,,
2022,163628299,4,220,,
2022,163628300,4,1,,
2022,163628301,20,40,,
2022,163628302,19,10,,
2022,163628303,63,15000,,
2022,163628304,9,0,,
2022,163628305,63,1000,,
2022,158291004,10,,,
2022,158291005,3,10000,2022-08-30,
2022,158291006,3,10000,,
2022,160131235,19,11,2022-09-02,
2022,160131236,19,11,,
2022,160131237,20,7816,,
2022,160131238,20,150,,
2022,160131238,26,35,,
2022,160131239,26,500,2022-09-04,
2022,160131240,26,500,,
2022,160131241,3,1500,,
2022,160131242,38,1,,
2022,160131243,38,10,,
2022,160131244,8,10,,
2022,160131245,38,1500,,
2022,160131246,19,150,,
2022,160131247,38,1500,,
2022,160131248,20,1000,,
2022,160131250,20,50,,
2022,160131251,7,598,,
2022,160131252,9,0,,
2022,160131253,63,500,,
2022,160131254,63,600,,
2022,160131255,50,20,,
2022,160131256,17,4300,,
2022,160131257,10,,,
2022,160131258,63,60,,
2022,160131259,2,72,2022-10-04,
2022,160131260,2,72,,
2022,160131261,20,1000,,
2022,160131262,8,50,,
2022,160131263,16,35,,
2022,160131264,8,100,,
2022,160131264,63,25,,
2022,160131265,26,200,,
2022,160131266,4,300,2022-10-05,
2022,160131267,4,300,,
2022,160131268,50,14,,
2022,160131269,3,700,,
2022,160131270,8,60,,
2022,160131271,20,7200,,
2022,160131273,20,20,,
2022,160131273,26,9,,
2022,160131274,26,125,,
2022,160131275,63,45,,
2022,160131276,50,60,,
2022,160131278,9,0,,
2022,160131279,63,40,,
2022,160131280,16,7000,,
2022,160131281,50,50,,
2022,160131282,63,40,,
2022,160131283,8,76,,
2022,160131284,38,200,,
2022,160131285,63,40,,
2022,160131287,6,123,,
2022,160131288,8,50,,
2022,160131289,63,50,,
2022,160131290,36,940,,
2022,160131292,16,5,,
2022,160131293,8,44,,
2022,160131293,26,398,,
2022,160131294,8,35,,
2022,160131295,38,100,,
2022,160131296,25,50,,
2022,160131297,25,40,,
2022,160131298,3,3000,2022-11-04,
2022,160131299,3,3000,,
2022,160131300,3,500,,
2022,160131301,38,105,,
2022,160131302,9,0,,
2022,160131303,9,0,,
2022,160131304,4,700,,
2022,160131305,11,1,,
2022,160131306,8,8,,
2022,160131307,63,400,,
2022,160131308,63,40,,
2022,160131309,63,650,,
2022,160131310,17,17000,,
2022,160131311,9,0,,
2022,160131312,38,2200,,
2022,160131313,63,40,,
2022,160131314,4,500,,
2022,160131314,20,300,,
2022,160131316,3,12000,2022-11-28,
2022,160131317,3,12000,,
2022,160131318,8,32,,
2022,160131319,9,0,,
2022,160131320,20,600,,
2022,160131320,25,100,,
2022,161235215,38,2000,,
2022,161235216,63,10,,
2022,161235217,63,200,,
2022,161235217,66,110,,
2022,161235218,63,200,,
2022,161235219,20,2,,
2022,161235220,20,11,,
2022,161235221,10,,,
2022,161235222,3,100,,
2022,161235223,63,100,,
2022,161235224,38,50,,
2022,161235226,7,1000,,
2022,161235227,51,0,,
2022,161235228,63,200,,
2022,161235229,8,50,,
2022,161235230,26,130,,
2022,161235231,2,127,,
2022,154400910,63,150,,
2022,154400911,38,100,,
2022,154400912,20,312,,
2022,165460250,9,0,,
2022,154400913,20,100,,
2022,165460251,20,190,,
2022,154400916,63,500,,
2022,154400917,38,200,,
2022,154400926,16,350,,
2022,154400928,19,61,2022-06-18,
2022,154400929,19,61,,
2022,154400931,42,1200,,
2022,154400932,6,330,,
2022,154400932,20,75,,
2022,154400932,25,10,,
2022,154400932,26,200,,
2022,154400932,61,200,,
2022,154400932,63,20,,
2022,154400934,10,,,
2022,155948209,26,799,,
2022,154400936,10,10,,
2022,154400936,20,40,,
2022,154400938,61,750,,
2022,154400941,9,0,,
2022,154400945,20,26600,,
2022,155984733,61,500,,
2022,155948210,63,20,,
2022,151546745,3,501,,
2022,155948212,56,210,,
2022,155948213,35,300,,
2022,155948214,19,28,,
2022,155948215,4,200,,
2022,155948216,3,10000,,
2022,155948217,26,36,2022-07-13,
2022,155948218,26,36,,
2022,155948220,38,50,,
2022,155948222,20,800,,
2022,155948223,19,414,,
2022,155948224,19,38,2022-07-20,
2022,155948225,19,38,,
2022,155948226,26,1288,,
2022,155948227,25,1505,,
2022,155948228,63,1200,,
2022,155948229,63,900,,
2022,155948230,19,105,,
2022,155984734,6,240,,
2022,157063412,63,1000,,
2022,157063413,4,20,,
2022,157063414,20,382,,
2022,157063415,20,254,,
2022,157063417,19,400,,
2022,157063417,20,150,,
2022,157063418,61,950,2022-08-11,
2022,157063419,61,950,,
2022,157063420,38,1500,,
2022,157063421,20,1700,,
2022,157063422,11,1,,
2022,157063423,20,119800,2022-08-20,
2022,157063424,20,169311,,
2022,157063425,11,1,,
2022,157063426,8,227,,
2022,157063428,2,70,,
2022,157063429,63,300,,
2022,158417621,63,10,,
2022,165460252,7,1500,,
2022,158417622,3,100,,
2022,158417623,18,800,,
2022,165460252,63,250,,
2022,165460253,63,500,,
2022,158417624,11,20,,
2022,158417625,20,357,,
2022,158417626,36,2949,,
2022,158417627,26,906,,
2022,158417628,6,275,,
2022,158417629,63,122,2022-09-14,
2022,158417630,63,122,,
2022,158417631,38,500,,
2022,158417632,26,298,2022-09-15,
2022,158417633,26,298,,
2022,158417634,11,1,,
2022,158417635,20,550,,
2022,158417636,63,20,,
2022,158417637,7,150,,
2022,158417637,26,150,,
2022,158417638,38,100,,
2022,158417639,2,336,2022-09-21,
2022,158417640,2,336,,
2022,158417641,38,2500,,
2022,158417642,38,2500,2022-09-23,
2022,158417643,38,2500,,
2022,158527335,16,130,,
2022,158527335,26,300,,
2022,158527335,61,30,,
2022,158527335,63,200,,
2022,158417644,19,286,,
2022,165460254,50,65,,
2022,165460255,63,400,,
2022,165460256,4,100,,
2022,158417645,6,401,2022-09-24,
2022,158417646,6,401,,
2022,158417647,38,1500,,
2022,158417648,20,2046,,
2022,158417649,20,50,,
2022,160131322,26,798,,
2022,158417650,20,45,,
2022,160131323,38,3000,,
2022,161227879,38,1340,,
2022,161227880,25,475,,
2022,160131324,38,12000,,
2022,160131325,38,12000,,
2022,160131326,38,1000,,
2022,160131327,19,30,,
2022,160131328,20,350,,
2022,162466465,19,4000,,
2022,160131329,39,1500,2022-10-12,
2022,160131330,3,1500,,
2022,160131331,63,250,,
2022,160131332,3,11000,,
2022,160131333,63,5,2022-10-26,
2022,160131334,63,5,,
2022,160131335,19,107,,
2022,160131336,63,300,,
2022,160131337,19,387,,
2022,162466468,26,545,,
2022,162466469,19,298,,
2022,162466469,26,378,,
2022,162466469,63,3,,
2022,162466470,26,595,2022-11-05,
2022,162466470,63,40,2022-11-05,
2022,162466471,26,595,,
2022,162466471,63,40,,
2022,162466472,9,0,,
2022,162466472,20,25,,
2022,162466472,25,100,,
2022,162466473,4,50,2022-11-08,
2022,162466474,4,50,,
2022,164126687,20,2032222,,
2022,162466476,20,2200,,
2022,162466478,4,150,,
2022,162466479,63,5,,
2022,162466480,11,1,,
2022,162466481,19,644,,
2022,162466482,25,675,,
2022,162466483,20,20,,
2022,162466484,26,150,,
2022,162466485,3,15000,2022-11-28,
2022,162466486,3,15000,,
2022,162466487,19,203,,
2022,162466488,19,1,,
2022,163153563,38,2000,,
2022,163153564,63,5,,
2022,163153565,8,243,2022-12-06,
2022,163153566,8,243,,
2022,163153567,19,40,,
2022,163153568,20,60,,
2022,163153569,9,0,,
2022,163153569,47,0,,
2022,163153570,19,1127,2022-12-11,
2022,163153571,19,1127,,
2022,163153572,63,1,,
2022,163153573,9,0,,
2022,163153573,61,800,,
2022,163153574,19,400,,
2022,163153575,26,400,,
2022,163153576,38,50,,
2022,163153577,20,3097,2022-12-19,
2022,163153578,20,3097,,
2022,163153579,20,95000,,
2022,163153580,8,89,,
2022,163153581,19,845,,
2022,163153582,19,430,,
2022,163153583,29,50000,,
2022,163153584,19,280,,
2022,163153585,19,667,,
2022,165460256,20,160,,
2022,165460257,20,186476,,
2022,165460258,20,500,,
2022,165460258,63,180,,
2022,165460259,4,400,,
2022,152461570,8,6,,
2022,148007329,63,20,,
2022,165460260,9,0,,
2022,148007332,2,6,,
2022,152620194,63,15,,
2022,165460261,6,170,,
2022,165460261,8,35,,
2022,165460262,9,0,,
2022,165460262,20,250,,
2022,165460262,63,10,,
2022,153331697,8,11,,
2022,165460263,20,895,,
2022,165635470,29,100,,
2022,148007333,63,540,,
2022,148007337,3,10000,,
2022,148007340,3,10000,2022-01-12,
2022,148007341,3,10000,,
2022,165460264,20,800,,
2022,153591003,19,54,,
2022,165635472,63,200,,
2022,148007342,50,79,,
2022,148007345,50,31,,
2022,148007346,63,125,,
2022,165460265,20,260,,
2022,165460265,61,629,,
2022,165460265,63,50,,
2022,165460266,8,25,,
2022,165460267,9,0,,
2022,148007347,51,0,,
2022,148007349,19,414,2022-01-11,
2022,148007350,19,414,,
2022,148007352,19,15,,
2022,148007354,3,1000,,
2022,148007355,36,56,,
2022,148007358,20,1871,,
2022,148007362,63,400,,
2022,150507184,20,600,,
2022,150507184,25,1750,,
2022,150507185,3,2000,,
2022,150507187,11,1,,
2022,150507188,2,50,,
2022,150507188,17,1300,,
2022,150507188,61,939,,
2022,150507189,3,5000,2022-02-16,
2022,150507190,3,5000,,
2022,150507191,50,40,,
2022,150507192,8,101,,
2022,150507193,52,0,,
2022,150507194,20,200,,
2022,150507194,63,0,,
2022,150507195,50,60,,
2022,150507196,50,42,,
2022,150507198,11,10,,
2022,150507199,3,5000,,
2022,150507200,63,510,,
2022,150507202,63,1,,
2022,150507203,8,20,,
2022,150507204,8,22,,
2022,165460267,20,100,,
2022,165460268,3,3500,,
2022,155226575,20,100,,
2022,152448105,50,17,,
2022,155226575,51,0,,
2022,155226575,63,250,,
2022,152448106,8,4,,
2022,165460269,7,300,,
2022,152448107,63,0,,
2022,165460270,17,15000,,
2022,152448108,11,20,,
2022,156337825,29,650,,
2022,163676660,3,8600,,
2022,152448110,20,3057,2022-03-08,
2022,152448111,20,3057,,
2022,152448112,63,100,,
2022,152448113,10,5,,
2022,152448113,25,20,,
2022,152448113,63,150,,
2022,152448114,3,2000,,
2022,152448115,9,0,,
2022,152448116,20,50,,
2022,152448117,3,4000,2022-04-02,
2022,152448118,3,4000,,
2022,152448119,50,40,,
2022,152448120,63,0,,
2022,152448121,50,34,,
2022,152448122,3,5000,,
2022,152448123,26,150,,
2022,152448125,31,1000,,
2022,152448126,63,220,2022-03-18,
2022,152448127,63,327,,
2022,152448128,10,,,
2022,152448128,11,5,,
2022,152448129,19,16,,
2022,152448130,19,7,2022-03-22,
2022,152448131,19,7,,
2022,152448132,19,10,,
2022,152448133,63,231,,
2022,152448134,3,15000,2022-03-26,
2022,152448135,3,15000,,
2022,152448136,63,40,,
2022,152448137,50,49,,
2022,152448138,3,5000,2022-03-30,
2022,152448139,23,1000,,
2022,152448140,63,40,2022-03-30,
2022,152448141,63,40,,
2022,152448142,3,2000,2022-04-11,
2022,152448143,3,2000,,
2022,152448144,8,2,,
2022,152448145,63,1250,,
2022,152448146,38,1500,,
2022,152448147,8,494,,
2022,152448148,50,55,,
2022,152448149,63,30,,
2022,152448150,63,75,,
2022,152448151,20,15,,
2022,152448151,36,995,,
2022,152448151,63,15,,
2022,152448152,38,900,,
2022,152448153,38,975,,
2022,152448155,38,1500,,
2022,152448156,47,0,,
2022,152448157,50,64,2022-04-14,
2022,152448158,50,64,,
2022,152448159,50,30,,
2022,152448160,8,18,,
2022,152448161,19,107,,
2022,152448162,19,371,,
2022,152448163,63,571,,
2022,152448164,8,15,,
2022,152448165,19,57,,
2022,152448166,8,255,,
2022,152448167,38,5200,,
2022,152448168,19,158,,
2022,152448169,19,175,,
2022,152448170,50,25,,
2022,152448171,20,5,,
2022,152448172,20,125,,
2022,152448172,25,50,,
2022,152448172,63,75,,
2022,152448173,63,429,,
2022,152448174,10,,,
2022,152448175,63,217,,
2022,152448176,63,283,,
2022,152448177,63,120,,
2022,153667991,10,,,
2022,153667992,38,250,,
2022,153667993,8,200,,
2022,153667994,20,1,,
2022,153667995,8,40,,
2022,153667996,20,3,,
2022,153667997,63,335,,
2022,153667999,8,392,2022-05-10,
2022,153668000,8,392,,
2022,153668001,19,140,,
2022,153668002,63,110,2022-05-11,
2022,153668003,63,110,,
2022,153668004,63,134,,
2022,153668005,19,86,,
2022,165460271,17,400,,
2022,153668006,63,17,2022-05-16,
2022,153668007,63,17,,
2022,153668008,19,170,,
2022,153668009,19,402,,
2022,153668010,8,1000,,
2022,154904813,63,1980,,
2022,153668011,19,1200,,
2022,153668012,19,200,,
2022,165460272,9,0,,
2022,153668013,38,966,,
2022,153668014,63,94,,
2022,165460272,20,150,,
2022,165460272,51,0,,
2022,165460272,63,0,,
2022,154651708,26,200,,
2022,153668015,3,3500,2022-05-24,
2022,153668016,3,3500,,
2022,153668017,10,,,
2022,165460273,20,1723,,
2022,153668017,11,5,,
2022,154904814,63,0,,
2022,153668018,3,2500,2022-05-26,
2022,153668019,3,2500,,
2022,165460274,16,20,,
2022,165460274,63,112,,
2022,154904815,54,170,,
2022,155226576,38,1,,
2022,154904816,29,300,,
2022,155012771,29,50,,
2022,165460275,17,20,,
2022,165460275,63,11,,
2022,165460276,9,0,,
2022,165460276,17,70,,
2022,165460276,20,150,,
2022,165460276,63,250,,
2022,155119337,63,300,,
2022,165460277,20,23,,
2022,165460278,20,15,,
2022,165460279,3,7000,,
2022,165460280,9,0,,
2022,165460280,20,2,,
2022,165460281,20,15,,
2022,165460281,61,150,,
2022,155361906,63,350,,
2022,155948164,63,350,,
2022,155447910,25,1,,
2022,155447910,63,0,,
2022,155447911,33,350,,
2022,165460282,17,300,,
2022,165460282,20,250,,
2022,165460284,4,200,,
2022,160133898,3,1,,
2022,165460285,3,2,,
2022,165460286,15,120000,,
2022,160739228,9,0,,
2022,160739228,16,500,,
2022,160739228,20,43,,
2022,160739228,25,1200,,
2022,160739228,61,2801,,
2022,165460287,4,400,,
2022,163902646,10,,,
2022,165460288,4,180,2022-08-20,
2022,165460289,4,180,,
2022,156114586,63,300,,
2022,152842363,63,49,,
2022,156307592,42,400,,
2022,152842367,6,13,,
2022,153668020,63,570,,
2022,153668021,19,1,,
2022,152842368,63,60,,
2022,153668022,63,106,,
2022,153668023,19,70,,
2022,155172844,38,700,,
2022,155172845,19,150,,
2022,155172846,36,2000,,
2022,155172847,38,2000,,
2022,155172849,19,829,2022-06-13,
2022,155172850,19,829,,
2022,156337826,3,1200,,
2022,155172851,50,137,,
2022,156337826,35,5500,,
2022,156420990,16,1200,,
2022,160919209,20,20,,
2022,165460290,9,0,,
2022,165460291,6,1,,
2022,165460291,7,1,,
2022,165460291,16,1,,
2022,165460292,63,77,,
2022,163676661,3,3000,,
2022,155172853,63,1300,,
2022,155172854,50,20,,
2022,155172855,20,300,,
2022,155172856,19,74,,
2022,155172857,19,90,,
2022,155172858,3,5000,2022-07-17,
2022,155172859,3,5000,,
2022,155172860,36,149,,
2022,155172861,10,,,
2022,155172862,38,1000,,
2022,155172863,19,30,2022-06-28,
2022,155172864,19,30,,
2022,156858862,42,1500,,
2022,165460293,3,3000,,
2022,157211500,61,1500,,
2022,157074711,35,1,,
2022,165460294,63,0,2022-09-21,
2022,165460295,63,75,,
2022,157399264,35,1,,
2022,165460296,9,0,,
2022,157399265,19,4,,
2022,157211519,63,150,,
2022,157399266,42,520,,
2022,165460297,6,1,,
2022,165460297,9,0,,
2022,165460297,20,20,,
2022,165460297,23,1,,
2022,165460297,25,1,,
2022,165460297,47,0,,
2022,165460297,51,0,,
2022,157399269,3,1,,
2022,165460298,20,4,,
2022,157441376,10,,,
2022,157540686,63,800,,
2022,165460299,63,44,,
2022,157540688,63,1,,
2022,165460300,42,243,,
2022,165460301,3,15000,,
2022,165460302,50,10,,
2022,157681819,8,89,,
2022,165460303,20,108,,
2022,165460303,63,350,,
2022,158290953,63,0,,
2022,165460304,61,700,,
2022,158417520,9,0,,
2022,158417520,20,1300,,
2022,158417520,25,1,,
2022,158417520,61,1,,
2022,158417520,63,0,,
2022,165460305,9,0,,
2022,158527317,63,700,,
2022,165460306,9,0,,
2022,165460306,20,46,,
2022,165460307,20,220,,
2022,158527318,8,5,,
2022,158527319,2,6,,
2022,160133899,47,0,,
2022,165460308,4,100,,
2022,165460309,4,130,,
2022,165635474,36,100,,
2022,165635474,38,6,,
2022,165635474,54,1800,,
2022,165635474,64,1800,,
2022,160133902,54,50,,
2022,165635475,63,650,,
2022,160133904,29,300,,
2022,165635476,3,10000,2022-11-10,
2022,165635477,3,10000,,
2022,165635478,63,222,,
2022,156041216,20,3,,
2022,156041216,25,30,,
2022,156041217,50,94,,
2022,160133907,8,10,,
2022,165635479,9,0,,
2022,165635480,61,200,,
2022,165635481,25,80,,
2022,165635481,61,170,,
2022,165635481,63,350,,
2022,165460310,61,360,,
2022,165635482,8,19,,
2022,165635483,9,0,,
2022,165635483,63,200,,
2022,161927100,20,1,,
2022,160133914,20,100,,
2022,160133915,6,501,,
2022,160445300,3,520,,
2022,160133916,20,309,,
2022,160133917,9,0,,
2022,160133917,20,750,,
2022,160133917,25,150,,
2022,160133917,51,0,,
2022,160133918,19,35,,
2022,160445301,6,50,,
2022,160445301,20,10,,
2022,160445301,63,50,,
2022,160775568,63,40,,
2022,156041218,17,100,,
2022,156041218,63,81,,
2022,160775569,3,1280,,
2022,160775569,15,200,,
2022,160775570,4,100,,
2022,161385816,6,4000,,
2022,161227540,8,8,,
2022,161385817,31,2500,,
2022,160973834,3,400,,
2022,165194790,20,11586,,
2022,165194791,20,11586,,
2022,147296965,10,,,
2022,156041219,20,5,,
2022,157301309,57,10,,
2022,156041220,9,0,,
2022,156041220,20,700,,
2022,157301310,3,50000,,
2022,156328020,63,50,,
2022,156328021,9,0,,
2022,160915377,63,314,,
2022,146375510,16,1,,
2022,156041220,25,25,,
2022,156041220,47,0,,
2022,156328022,23,1,,
2022,156328023,8,1,,
2022,156041221,50,20,,
2022,146419119,63,4000,,
2022,146375512,16,600,,
2022,156328024,9,0,,
2022,147199815,47,0,,
2022,147199815,63,5380,,
2022,147158312,20,521,,
2022,165574911,31,800,,
2022,156041222,50,30,,
2022,156041223,50,57,,
2022,156041224,19,85,,
2022,147158313,36,150,,
2022,146761005,8,50,,
2022,156328025,17,24500,,
2022,156328025,19,200,,
2022,156328025,56,1,,
2022,156328026,9,0,,
2022,146479733,8,26,,
2022,156328027,3,7000,2022-01-26,
2022,156328028,3,7000,,
2022,156041225,63,497,,
2022,156041227,63,2,,
2022,156328028,63,0,,
2022,146761006,16,50,,
2022,146761007,10,,,
2022,146761008,6,39,,
2022,146479734,42,500,,
2022,156328029,45,5000,,
2022,147158314,38,9000,,
2022,152594298,25,200,,
2022,160759123,20,41407,,
2022,160759124,20,41407,,
2022,156328032,35,100,,
2022,156328033,63,4400,,
2022,156328035,63,30,,
2022,156328036,20,120,2022-01-11,
2022,156328037,20,120,,
2022,146593003,19,1548,,
2022,156041228,3,30000,2022-07-19,
2022,156041229,3,30000,,
2022,150344327,6,1700,,
2022,156041230,3,3000,,
2022,150344327,63,4250,,
2022,146593005,38,150,,
2022,156328038,52,0,,
2022,158476747,52,0,,
2022,158476747,63,0,,
2022,147030067,8,171,,
2022,156328040,52,0,,
2022,148020758,61,900,,
2022,156041231,10,,,
2022,163676662,10,,,
2022,163676662,11,10,,
2022,147030068,38,300,,
2022,147030069,6,61,,
2022,146805083,8,57,,
2022,147313593,42,100,,
2022,147169090,36,775,,
2022,160133919,19,675,,
2022,158664290,3,6000,2022-01-27,
2022,158664291,3,6000,,
2022,147413471,26,398,,
2022,146884968,42,1,,
2022,147169091,20,11400,,
2022,156328044,52,0,,
2022,156328045,3,5000,,
2022,156328046,63,10,,
2022,147524204,19,39,,
2022,156328047,20,675,,
2022,150407719,63,0,,
2022,156328048,63,300,,
2022,147030072,16,200,,
2022,156328049,52,0,,
2022,147296967,10,,,
2022,153270994,42,100,,
2022,147158321,19,53,,
2022,165480528,9,0,2022-01-20,
2022,156041232,19,24,,
2022,156041233,38,100,,
2022,156041234,63,9,2022-07-27,
2022,165480529,9,0,,
2022,147206396,8,23,,
2022,147158322,19,216,,
2022,156328050,63,0,,
2022,156328051,52,0,,
2022,156328052,52,0,,
2022,148994849,8,150,,
2022,156328053,51,0,,
2022,147194225,63,339,,
2022,147413472,26,598,,
2022,147296969,26,298,,
2022,147287166,29,15,,
2022,147194228,63,1207,,
2022,165480530,63,0,2022-07-27,
2022,156041235,63,9,,
2022,165480531,50,20,,
2022,147313594,36,1,,
2022,156328055,3,15400,2022-01-24,
2022,156328056,3,15400,,
2022,156328056,38,1,,
2022,156328057,7,10200,,
2022,156328057,58,550,,
2022,156328058,52,0,,
2022,156328059,3,30000,2022-01-24,
2022,156328060,3,30000,,
2022,154928340,63,108,,
2022,156328061,3,18795,,
2022,156328061,63,0,,
2022,156328062,7,1200,,
2022,149494939,19,1097,,
2022,147413473,38,500,,
2022,156328063,50,110,,
2022,153270995,52,0,,
2022,152114751,16,1076,2022-01-26,
2022,152114752,16,1647,,
2022,148077303,36,308,,
2022,156328064,52,0,,
2022,148077304,16,1,,
2022,150576893,63,165,2022-01-27,
2022,150576894,63,165,,
2022,156328065,52,0,,
2022,156328066,20,5898,,
2022,154895140,20,4000,,
2022,158476749,4,1500,,
2022,147413477,63,900,,
2022,148036491,16,1,,
2022,156328068,7,800,,
2022,156328068,20,1170,,
2022,156328069,52,0,,
2022,152114753,19,545,,
2022,152114754,19,864,,
2022,152114755,19,989,,
2022,147501287,61,1,,
2022,156328070,63,150,,
2022,156041236,8,10,,
2022,153735234,3,500,,
2022,148020760,38,1,,
2022,150326800,19,21,,
2022,150344330,8,165,,
2022,156328071,50,71,,
2022,156328072,63,80,,
2022,156041237,2,30,,
2022,165480532,42,500,,
2022,156041238,19,200,,
2022,165480533,63,0,2022-02-04,
2022,165480534,63,0,,
2022,156328073,50,66,,
2022,156328074,9,0,,
2022,156328075,63,0,,
2022,147715890,63,1,,
2022,156328076,3,92000,,
2022,156328077,17,4815,,
2022,148077306,19,1,,
2022,153682110,20,1,,
2022,147715892,30,1,,
2022,156041239,19,250,,
2022,160915378,3,14275,2022-02-05,
2022,160915379,3,28020,,
2022,160915379,63,0,,
2022,152463877,3,15000,2022-02-07,
2022,152463878,3,15000,,
2022,152463878,38,1,,
2022,148153472,6,500,,
2022,147715894,26,200,,
2022,156328078,50,19,,
2022,156328079,63,69,,
2022,147903464,38,5,,
2022,156328080,20,3230,,
2022,150344331,3,49500,,
2022,148099567,63,0,,
2022,156328081,16,4500,,
2022,156328082,7,600,,
2022,156328082,9,0,,
2022,156328082,16,50,,
2022,156328082,60,89,,
2022,156328082,63,450,,
2022,156328083,52,0,,
2022,156328084,52,0,,
2022,155236460,63,0,,
2022,165574915,20,1158,,
2022,156041240,10,,,
2022,156041241,50,20,,
2022,156041242,50,71,,
2022,158417651,8,100,,
2022,158417652,4,160,2022-08-02,
2022,158417653,4,160,,
2022,158417654,10,,,
2022,158417654,11,5,,
2022,158417655,26,1000,,
