data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2022,155880408,3,200,,
2022,155880409,3,500,,
2022,155880410,11,5,,
2022,155880411,3,15000,,
2022,155880412,42,300,,
2022,155880413,10,,,
2022,155880413,11,1,,
2022,155880414,26,300,,
2022,155880414,35,100,,
2022,155880415,8,11,,
2022,155880416,42,100,,
2022,155880417,8,72,,
2022,155880418,8,10,,
2022,155880419,31,400,,
2022,155880420,20,300,,
2022,155880421,29,200,,
2022,155880422,61,500,,
2022,155880423,9,0,,
2022,155880423,20,200,,
2022,155880423,25,20,,
2022,155880423,51,0,,
2022,155880424,19,90,,
2022,155880425,19,165,,
2022,155880426,38,2400,,
2022,155880427,38,1,2022-02-18,
2022,155880428,19,75,,
2022,155880429,19,124,,
2022,155880430,3,100,,
2022,155880431,63,234,,
2022,155880432,29,150,,
2022,155880433,19,30,,
2022,155880434,9,0,,
2022,155880434,51,0,,
2022,155880434,63,0,,
2022,155880435,8,162,,
2022,155880436,19,50,,
2022,155880437,29,700,,
2022,155880438,63,349,,
2022,155880439,37,69772,,
2022,155880440,17,300,,
2022,155880441,50,35,,
2022,155880442,38,500,,
2022,155880443,29,200,,
2022,155880444,3,200,,
2022,155880445,30,200,,
2022,155880446,20,5,,
2022,155880447,3,500,,
2022,155880448,3,1300,,
2022,155880449,11,1,,
2022,155880450,16,100,,
2022,155880451,38,4000,,
2022,155880452,57,300,,
2022,155880453,3,5000,,
2022,155880454,20,15000,,
2022,155880455,3,500,,
2022,155880456,10,1,,
2022,155880457,38,1400,,
2022,155880458,57,400,,
2022,155880459,19,1,,
2022,155880460,38,200,,
2022,155880461,20,905,,
2022,155880462,8,4,,
2022,155880463,3,6000,,
2022,155880464,3,5249,,
2022,155880465,38,1000,,
2022,155880466,6,170,,
2022,155880467,29,110,,
2022,155880468,19,20,,
2022,155880469,22,0,,
2022,155880470,20,250,,
2022,155880471,29,59,,
2022,155880472,29,200,,
2022,155880473,63,0,,
2022,155880474,62,10000,2022-04-12,
2022,155880475,10,,,
2022,155880476,63,64,,
2022,155880477,10,,,
2022,155880478,20,68943,,
2022,155880479,29,200,,
2022,155880480,20,300,,
2022,155880481,8,17,,
2022,155880482,20,2000,,
2022,155880483,6,109,,
2022,155880484,61,250,,
2022,155880485,3,200,,
2022,155880486,16,33,,
2022,155880486,63,64,,
2022,155880487,11,1,,
2022,155880488,3,1800,,
2022,155880489,6,121,,
2022,155880490,3,1000,,
2022,155880491,61,500,,
2022,155880492,38,3400,,
2022,155880493,10,,,
2022,155880494,19,65,,
2022,157741398,3,500,,
2022,157741399,38,500,,
2022,157741400,63,477,,
2022,147891965,52,0,,
2022,157741401,63,200,,
2022,157741402,8,43,,
2022,157741403,63,400,,
2022,157741404,8,1,,
2022,157741405,20,6000,,
2022,157741406,20,787,,
2022,157741407,50,71,,
2022,157741408,63,45,,
2022,157741409,19,62,2022-07-12,
2022,157741410,19,62,,
2022,157741411,20,7700,,
2022,157741412,20,5,,
2022,157741413,9,0,,
2022,157741413,25,70,,
2022,157741413,51,0,,
2022,157741414,20,1000,,
2022,157741415,6,20,,
2022,157741415,7,30,,
2022,157741415,63,42,,
2022,157741416,38,200,,
