data_year,victim_id,offender_id,relationship_id,nibrs_victim_offender_id
2022,181410305,186074456,24,
2022,181410307,186074459,3,
2022,181410309,186074461,24,
2022,181410312,186074463,3,
2022,173015147,177787250,17,
2022,171103715,175900184,3,
2022,162326706,167202036,3,
2022,173783209,178542070,18,
2022,162326707,167202037,16,
2022,173704129,178466465,18,
2022,171103717,175900186,21,
2022,168470298,173286617,27,
2022,169616748,174428688,3,
2022,173015148,177787251,18,
2022,171108236,175904865,24,
2022,171240588,176034046,3,
2022,163043827,167910229,14,
2022,164675864,169530877,18,
2022,174929849,179680203,18,
2022,174929850,179680204,18,
2022,174774864,179528056,25,
2022,183709409,188349340,24,
2022,174774864,179528057,16,
2022,174774864,179528058,14,
2022,183709561,188349492,24,
2022,179961201,184642203,3,
2022,179961214,184642216,3,
2022,179961227,184642227,19,
2022,179961227,184642228,3,
2022,179961229,184642230,18,
2022,179961229,184642231,11,
2022,179961246,184642249,18,
2022,179961248,184642251,14,
2022,179961248,184642252,14,
2022,179961304,184642308,17,
2022,179961319,184642323,18,
2022,179961326,184642330,18,
2022,174774865,179528056,16,
2022,174774865,179528057,16,
2022,174774865,179528058,25,
2022,181784935,186446537,18,
2022,181784936,186446538,18,
2022,181784943,186446545,18,
2022,181784963,186446565,18,
2022,174774866,179528059,3,
2022,173394864,178160833,1,
2022,173394877,178160847,20,
2022,173394878,178160848,18,
2022,173394881,178160851,5,
2022,173394889,178160858,24,
2022,174312428,179076892,16,
2022,174312433,179076897,17,
2022,174312434,179076898,18,
2022,174312455,179076919,17,
2022,174312457,179076921,24,
2022,174312460,179076924,19,
2022,174312466,179076929,16,
2022,174312470,179076933,21,
2022,174312480,179076944,3,
2022,174312481,179076945,3,
2022,173394893,178160862,18,
2022,173394904,178160872,18,
2022,173394905,178160872,18,
2022,173394906,178160872,18,
2022,173394907,178160873,18,
2022,173394916,178160881,18,
2022,173394932,178160899,18,
2022,173394939,178160908,1,
2022,174175209,178942016,24,
2022,174175210,178942016,24,
2022,174774866,179528060,25,
2022,174175216,178942025,18,
2022,174175219,178942028,21,
2022,174175220,178942029,18,
2022,174175221,178942030,18,
2022,174175228,178942037,24,
2022,174175230,178942039,17,
2022,174175234,178942046,21,
2022,175090787,179838850,24,
2022,174774867,179528059,25,
2022,174774867,179528060,3,
2022,175090788,179838851,21,
2022,177481386,182199022,24,
2022,175090796,179838858,3,
2022,175090797,179838859,1,
2022,175090800,179838862,18,
2022,175090800,179838863,18,
2022,175090812,179838874,21,
2022,162963048,167831291,18,
2022,174175134,178941938,18,
2022,162607832,167478285,24,
2022,172793005,177568013,20,
2022,172793006,177568013,20,
2022,171103721,175900190,17,
2022,162909021,167777040,21,
2022,164675865,169530878,18,
2022,172638016,177416582,16,
2022,173002718,177775053,5,
2022,173002718,177775054,25,
2022,173002719,177775053,25,
2022,173002719,177775054,17,
2022,162824099,167691934,3,
2022,163274915,168135479,16,
2022,171108240,175904867,24,
2022,184327339,188956215,18,
2022,162826919,167694781,24,
2022,162963050,167831293,24,
2022,162826920,167694782,3,
2022,171103725,175900192,3,
2022,172877175,177650569,24,
2022,180782298,185454508,11,
2022,164957211,169805006,18,
2022,164957212,169805006,18,
2022,172638017,177416583,18,
2022,171734174,176519210,9,
2022,175090818,179838880,16,
2022,175090823,179838885,1,
2022,177481396,182199033,24,
2022,177481396,182199034,24,
2022,177481398,182199036,9,
2022,177481399,182199037,18,
2022,177481405,182199043,24,
2022,177481405,182199044,24,
2022,177481405,182199045,24,
2022,177481407,182199047,24,
2022,177481427,182199066,18,
2022,177481428,182199066,18,
2022,177481439,182199076,24,
2022,177481441,182199078,24,
2022,179961740,184642741,5,
2022,179961742,184642743,18,
2022,179961758,184642759,1,
2022,179961760,184642761,24,
2022,179961761,184642761,24,
2022,179961765,184642763,3,
2022,179961786,184642791,24,
2022,179961803,184642800,1,
2022,162849176,167717013,3,
2022,179961823,184642823,18,
2022,174929858,179680212,18,
2022,169951509,174758598,18,
2022,179961830,184642829,17,
2022,179961837,184642836,21,
2022,162849178,167717015,24,
2022,172638018,177416584,14,
2022,172638019,177416584,16,
2022,172638020,177416584,14,
2022,179961850,184642850,24,
2022,174929859,179680213,19,
2022,172355999,177136578,3,
2022,172355999,177136579,3,
2022,172356000,177136578,3,
2022,172356000,177136579,3,
2022,164067307,168924963,24,
