data_year,arrestee_id,incident_id,arrestee_seq_num,arrest_date,arrest_type_id,multiple_indicator,offense_code,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,clearance_ind,age_range_low_num,age_range_high_num
2022,48875320,160891555,1,2022-08-10,1,N,23C,62,59,M,20,20,N,,,59,
2022,48875322,160891557,1,2022-08-11,1,N,23C,53,50,M,10,40,N,,,50,
2022,48875323,160891559,1,2022-08-12,1,N,13A,34,31,M,10,10,N,,,31,
2022,48875324,160891560,1,2022-08-13,1,N,35A,57,54,M,20,20,N,,,54,
2022,49359351,162620860,1,2022-08-15,1,N,13B,42,39,M,10,10,R,,,39,
2022,48875325,160891568,1,2022-08-18,1,N,35A,63,60,M,20,20,N,,,60,
2022,49359352,162620862,1,2022-08-19,1,N,35A,21,18,F,20,20,N,,,18,
2022,49359353,162620863,1,2022-08-19,1,N,35B,43,40,F,10,20,R,,,40,
2022,48875327,160891572,1,2022-08-20,3,N,35A,43,40,M,20,20,R,,,40,
2022,48875328,160891574,1,2022-08-20,1,N,13B,42,39,F,10,20,N,,,39,
2022,48875329,160891577,1,2022-08-22,1,N,35A,38,35,F,10,20,R,,,35,
2022,48875330,160891580,1,2022-08-24,1,N,23C,39,36,M,10,20,N,,,36,
2022,49359354,162620865,1,2022-08-26,1,N,35B,41,38,M,10,20,N,,,38,
2022,48875331,160891582,1,2022-08-26,1,N,35A,39,36,M,10,20,N,,,36,
2022,49359355,162620866,1,2022-08-26,1,N,35B,51,48,M,10,10,N,,,48,
2022,51245518,169344093,1,2022-08-27,1,N,35A,44,41,M,10,20,R,,,41,
2022,48875332,160891584,1,2022-08-27,1,N,35A,47,44,M,10,20,N,,,44,
2022,48875333,160891586,1,2022-08-27,1,N,13B,27,24,F,20,20,N,,,24,
2022,51245519,169344094,1,2022-08-29,1,N,35A,30,27,M,10,20,N,,,27,
2022,48875334,160891589,1,2022-08-29,1,N,23C,63,60,M,10,20,N,,,60,
2022,48875335,160891596,1,2022-09-01,1,N,220,52,49,M,10,10,N,,,49,
2022,48875336,160891598,1,2022-09-01,1,N,35A,30,27,M,20,20,N,,,27,
2022,49359356,162620869,1,2022-09-02,1,N,35B,37,34,M,10,20,R,,,34,
2022,49359357,162620870,1,2022-09-03,1,N,13B,44,41,M,10,20,R,,,41,
2022,48875337,160891611,1,2022-09-12,1,N,23H,58,55,M,10,20,N,,,55,
2022,48875338,160891616,1,2022-09-15,1,N,520,36,33,M,20,20,N,,,33,
2022,49359358,162620874,1,2022-09-15,1,N,40B,53,50,M,20,20,N,,,50,
2022,49359359,162620875,1,2022-09-15,1,N,35A,43,40,F,10,20,N,,,40,
2022,49359360,162620876,1,2022-09-16,1,N,13B,60,57,M,10,20,R,,,57,
2022,50015659,164978376,1,2022-09-20,3,N,23C,42,39,M,10,20,N,,,39,
2022,48875340,160891627,1,2022-09-20,1,N,35A,50,47,M,20,20,N,,,47,
2022,48875341,160891631,1,2022-09-22,1,N,520,27,24,M,10,10,N,,,24,
2022,48902050,160989513,1,2022-09-24,1,N,13A,20,17,M,20,20,N,R,,17,
2022,48875342,160891639,1,2022-10-04,3,N,35A,52,49,M,20,20,N,,,49,
2022,51245520,169344095,1,2022-10-06,3,N,35A,37,34,M,10,20,N,,,34,
2022,51245521,169344096,1,2022-10-08,1,N,35A,50,47,F,10,40,N,,,47,
2022,49359363,162620888,1,2022-10-09,1,N,90Z,25,22,M,10,20,N,,,22,
2022,48875343,160891658,1,2022-10-12,1,N,35A,28,25,M,20,20,N,,,25,
2022,48875344,160891661,1,2022-10-14,1,N,23C,34,31,F,10,20,N,,,31,
2022,49359364,162620891,1,2022-10-18,3,N,13A,42,39,F,20,20,N,,,39,
2022,48875346,160891672,1,2022-10-19,1,N,23C,34,31,M,10,10,N,,,31,
2022,48916677,161044515,1,2022-10-19,1,N,290,24,21,M,20,20,N,,,21,
2022,48875348,160891678,1,2022-10-20,1,N,23C,30,27,M,10,10,N,,,27,
2022,48860733,160851724,1,2022-10-20,1,N,23C,55,52,F,10,10,R,,,52,
2022,48875349,160891682,1,2022-10-21,1,N,35A,34,31,M,10,20,N,,,31,
2022,50907335,168251568,1,2022-10-22,1,N,35B,35,32,M,20,20,N,,,32,
2022,49359365,162620897,1,2022-10-23,1,N,90Z,55,52,M,20,20,N,,,52,
2022,49359366,162620899,1,2022-10-25,1,N,35A,40,37,F,10,20,N,,,37,
2022,49359367,162620899,2,2022-10-25,1,N,90C,37,34,M,10,20,N,,,34,
2022,49359368,162620900,1,2022-10-27,1,N,35A,30,27,F,20,20,N,,,27,
2022,49359369,162620902,1,2022-10-27,1,N,35A,63,60,M,20,20,N,,,60,
2022,50857280,168078512,1,2022-10-28,1,N,120,27,24,M,20,20,N,,,24,
2022,49359370,162620904,1,2022-10-28,1,N,35A,56,53,F,10,20,N,,,53,
2022,49359371,162620905,1,2022-10-30,1,N,13B,34,31,F,10,20,R,,,31,
2022,48989500,161297299,1,2022-11-03,3,N,220,43,40,F,10,20,R,,,40,
2022,51245522,169344097,1,2022-11-04,1,N,35A,48,45,M,10,20,R,,,45,
2022,49359372,162620912,1,2022-11-05,1,N,13B,56,53,F,10,20,R,,,53,
2022,49359373,162620917,1,2022-11-08,1,N,13B,33,30,F,10,20,R,,,30,
2022,49359374,162620920,1,2022-11-10,1,N,35A,40,37,F,10,20,N,,,37,
2022,49359376,162620936,1,2022-11-16,1,N,13B,45,42,F,10,10,R,,,42,
2022,49359377,162620940,1,2022-11-19,1,N,23C,43,40,M,10,20,N,,,40,
2022,51245523,169344098,1,2022-11-19,3,N,35A,35,32,F,10,20,N,,,32,
2022,51245524,169344098,2,2022-11-19,1,N,35A,70,67,M,20,20,N,,,67,
2022,49772240,164009403,1,2022-11-24,1,N,11D,72,69,M,40,20,N,,,69,
2022,51245525,169344099,1,2022-11-24,1,N,35A,64,61,M,10,20,N,,,61,
2022,49359378,162620953,1,2022-12-01,1,N,23C,42,39,M,10,20,R,,,39,
2022,50613137,167178300,1,2022-12-03,1,N,13B,83,80,F,10,20,R,,,80,
2022,49455976,162980760,1,2022-12-07,1,N,90Z,56,53,F,10,20,N,,,53,
2022,51245526,169344100,1,2022-12-08,1,N,35A,47,44,M,10,20,N,,,44,
2022,49359379,162620963,1,2022-12-10,3,N,13A,36,33,F,20,20,N,,,33,
2022,49466415,163019003,1,2022-12-14,1,N,23C,42,39,M,10,20,N,,,39,
2022,49743660,163900865,1,2022-12-22,1,N,13A,31,28,F,10,20,U,,,28,
2022,49637967,163625008,1,2022-12-24,1,N,280,45,42,M,10,20,N,,,42,
2022,50522177,166872047,1,2022-12-26,3,N,23C,39,36,M,20,20,N,,,36,
2022,49743661,163900866,1,2022-12-29,1,N,13B,29,26,M,10,20,R,,,26,
2022,49614313,163545735,1,2022-12-30,1,N,23C,37,34,M,10,20,N,,,34,
2022,45453198,148468586,1,2022-01-31,2,N,720,35,32,F,20,20,N,,,32,
2022,45622983,149106432,1,2022-01-01,3,N,13A,24,21,M,10,20,R,,,21,
2022,45622984,149106433,1,2022-01-03,1,N,35B,62,59,M,10,20,R,,,59,
2022,45622985,149106437,1,2022-01-10,1,N,23C,34,31,F,10,20,N,,,31,
2022,45622986,149106438,1,2022-01-07,1,N,13B,34,31,F,10,20,R,,,31,
2022,45622987,149106439,1,2022-01-09,1,N,23C,49,46,M,10,20,N,,,46,
2022,45622988,149106447,1,2022-01-14,1,N,13B,37,34,M,10,10,N,,,34,
2022,45622990,149106451,1,2022-01-16,1,N,13B,28,25,M,10,20,R,,,25,
2022,45622991,149106453,1,2022-01-17,1,N,23C,35,32,F,20,20,N,,,32,
2022,45622992,149106455,1,2022-01-21,1,N,35A,21,18,M,20,20,N,,,18,
2022,45640020,149173277,1,2022-01-27,1,N,23C,42,39,M,10,20,N,,,39,
2022,45640025,149173283,1,2022-01-30,1,N,13B,55,52,F,20,20,R,,,52,
2022,45640028,149173287,1,2022-01-31,1,N,23C,53,50,M,10,20,N,,,50,
2022,45640032,149173293,1,2022-02-15,2,N,13B,47,44,M,10,20,R,,,44,
2022,45640034,149173295,1,2022-02-10,3,N,23C,33,30,M,10,20,U,,,30,
2022,45679508,149314497,1,2022-02-02,3,N,13A,43,40,M,10,20,N,,,40,
2022,45640039,149173302,1,2022-02-08,2,N,23D,39,36,F,10,10,N,,,36,
2022,45640041,149173304,1,2022-02-11,3,N,23C,56,53,M,10,20,N,,,53,
2022,45640047,149173311,1,2022-02-15,3,N,23C,33,30,M,10,20,U,,,30,
2022,45662928,149259953,1,2022-02-19,3,N,23D,28,25,M,10,20,R,,,25,
2022,45714259,149458196,1,2022-02-24,1,N,13B,40,37,F,20,10,N,,,37,
2022,46271437,151392215,1,2022-02-25,3,N,13B,30,27,M,20,20,R,,,27,
2022,45829603,149836789,1,2022-02-27,1,N,280,43,40,F,20,20,N,,,40,
2022,45932279,150151196,1,2022-03-05,3,N,13A,32,29,M,10,20,N,,,29,
2022,45950779,150221311,1,2022-02-27,3,N,35A,31,28,M,20,20,N,,,28,
2022,45950780,150221314,1,2022-03-04,3,N,35A,33,30,M,10,20,N,,,30,
2022,46296995,151485564,1,2022-03-06,2,N,23H,21,18,M,10,20,N,,,18,
2022,46296996,151485565,1,2022-03-17,3,N,13A,48,45,M,20,20,N,,,45,
2022,46271440,151392220,1,2022-03-09,1,N,13B,29,26,M,20,20,N,,,26,
2022,46271441,151392222,1,2022-03-10,2,N,13B,15,12,F,10,10,R,R,,12,
2022,46271442,151392223,1,2022-03-08,1,N,35A,58,55,M,10,20,N,,,55,
2022,46271443,151392223,2,2022-03-08,1,N,35A,59,56,M,10,20,N,,,56,
2022,46321833,151593212,1,2022-03-31,2,N,280,64,61,M,20,20,N,,,61,
2022,46271444,151392230,1,2022-03-17,3,N,35A,44,41,M,10,20,N,,,41,
2022,46560190,152459955,1,2022-03-31,2,N,520,24,21,M,10,20,N,,,21,
2022,46271445,151392233,1,2022-03-17,1,N,13B,50,47,M,50,20,R,,,47,
2022,46296997,151485566,1,2022-03-31,2,N,13B,37,34,M,10,20,N,,,34,
2022,46296998,151485566,2,2022-03-31,2,N,13B,41,38,F,10,20,N,,,38,
2022,46296999,151485566,3,2022-03-31,2,N,13B,36,33,F,10,20,R,,,33,
2022,46297000,151485566,4,2022-03-31,2,N,13B,21,18,M,10,20,N,,,18,
2022,46297001,151485566,5,2022-03-31,2,N,13B,43,40,F,10,20,N,,,40,
2022,46321834,151593214,1,2022-03-19,1,N,13B,31,28,M,10,20,N,,,28,
2022,46323796,151599610,1,2022-03-21,1,N,520,33,30,M,10,20,N,,,30,
2022,46350107,151687295,1,2022-03-22,1,N,13B,33,30,M,10,20,N,,,30,
2022,46350108,151687296,1,2022-03-22,1,N,35A,34,31,F,10,20,N,,,31,
2022,46560191,152459959,1,2022-03-26,1,N,13B,26,23,F,20,20,N,,,23,
2022,46560192,152459962,1,2022-03-29,1,N,23C,32,29,M,10,20,N,,,29,
2022,48538866,159617076,1,2022-04-30,2,N,23G,33,30,F,20,20,N,,,30,
2022,46560193,152459969,1,2022-04-05,1,N,23C,30,27,M,10,20,N,,,27,
2022,46560194,152459977,1,2022-04-09,1,N,35A,47,44,M,10,10,N,,,44,
2022,46560195,152459979,1,2022-04-10,1,N,26C,56,53,M,10,20,N,,,53,
2022,46560197,152459987,1,2022-04-16,1,N,280,18,15,M,20,20,N,R,,15,
2022,46658025,152807248,1,2022-04-22,1,N,35A,53,50,M,10,20,N,,,50,
2022,46560198,152460004,1,2022-04-23,1,N,520,36,33,M,40,20,R,,,33,
2022,46658026,152807250,1,2022-04-25,3,N,13A,29,26,M,10,20,N,,,26,
2022,46658027,152807251,1,2022-04-24,1,N,23G,65,62,M,10,10,N,,,62,
2022,46675497,152870904,1,2022-04-27,1,N,280,36,33,M,20,20,N,,,33,
2022,46675498,152870906,1,2022-04-28,1,N,13A,32,29,F,10,20,R,,,29,
2022,46683223,152902528,1,2022-04-30,1,N,220,37,34,M,10,20,N,,,34,
2022,48539776,159620802,1,2022-05-02,3,N,280,23,20,M,20,20,N,,,20,
2022,46765985,153156232,1,2022-05-04,3,N,280,41,38,M,20,20,R,,,38,
2022,48539777,159620803,1,2022-05-31,2,N,13B,58,55,M,20,20,N,,,55,
2022,46860561,153506639,1,2022-05-11,3,N,13B,62,59,M,20,20,N,,,59,
2022,46860562,153506640,1,2022-05-10,1,N,23C,49,46,M,10,20,N,,,46,
2022,46881858,153602343,1,2022-05-18,2,N,23F,19,16,M,20,20,N,R,,16,
2022,46881859,153602343,2,2022-05-18,2,N,23F,20,17,M,20,20,N,R,,17,
2022,46860563,153506645,1,2022-05-13,1,N,23C,44,41,M,20,20,N,,,41,
2022,46881860,153602347,1,2022-05-18,1,N,23C,59,56,M,20,20,N,,,56,
2022,46881861,153602348,1,2022-05-19,1,N,35A,35,32,F,10,20,N,,,32,
2022,46881862,153602352,1,2022-05-20,1,N,280,59,56,M,10,20,N,,,56,
2022,46967295,153894164,1,2022-05-28,1,N,35A,57,54,M,10,20,N,,,54,
2022,48539778,159620804,1,2022-05-22,1,N,35A,38,35,M,10,20,N,,,35,
2022,48576908,159747682,1,2022-06-05,3,N,11D,28,25,M,10,20,R,,,25,
2022,48576909,159747685,1,2022-06-29,3,N,23F,36,33,M,20,20,N,,,33,
2022,48576910,159747686,1,2022-06-06,1,N,23C,39,36,M,10,20,N,,,36,
2022,48581841,159787590,1,2022-06-09,1,N,35A,63,60,M,20,20,N,,,60,
2022,48626176,159967932,1,2022-06-30,2,N,23F,43,40,M,20,20,N,,,40,
2022,48626177,159967934,1,2022-06-30,2,N,13B,16,13,M,10,20,R,H,,13,
2022,48626178,159967935,1,2022-06-30,2,N,13B,53,50,F,10,20,R,,,50,
2022,48626179,159967936,1,2022-06-30,2,N,23C,33,30,F,10,20,N,,,30,
2022,48626180,159967937,1,2022-06-30,2,N,23C,33,30,F,10,20,N,,,30,
2022,48626181,159967938,1,2022-06-30,2,N,23C,33,30,F,10,20,N,,,30,
2022,48647327,160044152,1,2022-06-14,1,N,280,31,28,F,10,20,N,,,28,
2022,48647329,160044157,1,2022-06-23,3,N,520,48,45,M,10,20,N,,,45,
2022,48708062,160309172,1,2022-06-18,1,N,26A,53,50,F,10,20,N,,,50,
2022,48708063,160309175,1,2022-06-30,2,N,26B,36,33,F,20,20,N,,,33,
2022,48708064,160309178,1,2022-06-22,1,N,23C,42,39,M,10,20,N,,,39,
2022,48708065,160309179,1,2022-06-22,3,N,23C,42,39,M,10,20,N,,,39,
2022,48708066,160309187,1,2022-06-30,2,N,13A,43,40,M,20,20,N,,,40,
2022,48708067,160309195,1,2022-06-23,1,N,23C,55,52,M,10,20,N,,,52,
2022,48708068,160309195,2,2022-06-23,1,N,23C,38,35,M,10,20,N,,,35,
2022,48708069,160309196,1,2022-06-30,2,N,13C,43,40,M,20,20,N,,,40,
2022,48708070,160309201,1,2022-06-25,1,N,13B,28,25,M,20,20,N,,,25,
2022,48709195,160313953,1,2022-06-27,3,N,35A,53,50,M,10,20,N,,,50,
2022,48740934,160431591,1,2022-06-29,3,N,35A,39,36,M,10,20,N,,,36,
2022,48740935,160431595,1,2022-07-03,3,N,220,40,37,M,20,20,R,,,37,
2022,48740936,160431596,1,2022-07-01,3,N,220,40,37,M,20,20,R,,,37,
2022,48741737,160434015,1,2022-07-01,3,N,100,40,37,M,20,20,R,,,37,
2022,48749227,160460306,1,2022-07-02,1,N,23C,46,43,F,10,20,N,,,43,
2022,48749228,160460308,1,2022-07-04,3,N,520,35,32,F,20,20,N,,,32,
2022,48749229,160460311,1,2022-07-05,1,N,23C,65,62,F,10,20,R,,,62,
2022,48749230,160460312,1,2022-07-07,1,N,23C,21,18,M,20,20,N,,,18,
2022,48749231,160460316,1,2022-07-09,1,N,35A,35,32,M,10,20,N,,,32,
2022,48749232,160460318,1,2022-07-11,1,N,13B,39,36,F,10,20,N,,,36,
2022,48749233,160460319,1,2022-07-21,3,N,220,34,31,M,10,20,N,,,31,
2022,48749234,160460321,1,2022-07-14,3,N,13B,44,41,M,10,20,R,,,41,
2022,48749235,160460323,1,2022-07-31,2,N,23C,42,39,M,10,20,N,,,39,
2022,48749236,160460325,1,2022-07-16,1,N,23C,36,33,M,20,20,N,,,33,
2022,48749237,160460327,1,2022-07-18,1,N,23C,39,36,M,10,20,N,,,36,
2022,48751093,160466493,1,2022-07-31,2,N,23C,36,33,M,20,20,N,,,33,
2022,48751094,160466494,1,2022-07-31,2,N,23C,36,33,M,20,20,N,,,33,
2022,48751095,160466495,1,2022-07-31,2,N,23C,36,33,M,20,20,N,,,33,
2022,48751096,160466496,1,2022-07-31,2,N,23C,36,33,M,20,20,N,,,33,
2022,48751097,160466497,1,2022-07-31,2,N,23C,36,33,M,20,20,N,,,33,
2022,48751098,160466498,1,2022-07-31,2,N,23C,36,33,M,20,20,N,,,33,
2022,48751099,160466499,1,2022-07-31,2,N,23C,36,33,M,20,20,N,,,33,
2022,48751100,160466500,1,2022-07-31,2,N,23C,36,33,M,20,20,N,,,33,
2022,48751101,160466503,1,2022-07-20,1,N,23C,58,55,M,10,20,N,,,55,
2022,48751102,160466504,1,2022-07-21,3,N,13A,47,44,F,10,20,N,,,44,
2022,48755407,160478797,1,2022-07-28,1,N,35A,33,30,M,10,10,N,,,30,
2022,48755408,160478799,1,2022-07-31,2,N,23C,42,39,M,10,10,N,,,39,
2022,48755409,160478799,2,2022-07-31,2,N,23C,31,28,M,10,10,N,,,28,
2022,48755410,160478801,1,2022-07-24,3,N,23C,52,49,M,20,20,N,,,49,
2022,48755411,160478802,1,2022-07-24,3,N,23C,29,26,M,10,20,N,,,26,
2022,48755412,160478806,1,2022-07-31,2,N,23H,38,35,M,10,20,N,,,35,
2022,48755413,160478807,1,2022-07-28,1,N,23C,32,29,M,10,20,N,,,29,
2022,48755414,160478809,1,2022-07-31,3,N,13C,24,21,M,20,20,N,,,21,
2022,48755415,160478812,1,2022-08-01,3,N,240,29,26,M,10,20,N,,,26,
2022,48755416,160478813,1,2022-08-31,2,N,23C,33,30,F,10,20,N,,,30,
2022,48755417,160478816,1,2022-08-03,1,N,35A,54,51,F,10,20,N,,,51,
2022,48756337,160481637,1,2022-08-06,3,N,13B,54,51,M,10,20,R,,,51,
2022,48756338,160481638,1,2022-08-06,3,N,520,45,42,M,10,20,N,,,42,
2022,48756339,160481639,1,2022-08-07,3,N,520,73,70,M,98,20,R,,,70,
2022,48756340,160481640,1,2022-08-08,3,N,35A,33,30,M,20,20,N,,,30,
2022,44904449,146404951,1,2022-01-01,1,N,13A,40,37,M,20,10,N,,,37,
2022,47174022,154692473,1,2022-01-02,1,N,13B,41,38,F,10,10,R,,,38,
2022,44904450,146404953,1,2022-01-01,3,N,23C,44,41,M,20,20,R,,,41,
2022,44904451,146404954,1,2022-01-01,3,N,23C,34,31,M,10,20,R,,,31,
2022,44982773,146678772,1,2022-01-03,1,N,13B,39,36,M,20,20,R,,,36,
2022,45564172,148859848,1,2022-01-03,1,N,220,38,35,M,20,20,N,,,35,
2022,45002924,146784811,1,2022-01-04,1,N,13B,25,22,M,20,20,R,,,22,
2022,45031035,146914974,1,2022-01-04,1,N,23C,35,32,M,10,20,R,,,32,
2022,47674822,156564063,1,2022-01-04,3,N,520,36,33,M,20,20,R,,,33,
2022,47011603,154064114,1,2022-01-04,3,N,13C,40,37,M,20,20,R,,,37,
2022,48140716,158230626,1,2022-01-05,1,N,23H,37,34,M,10,20,R,,,34,
2022,48140717,158230627,1,2022-01-05,1,N,23D,47,44,M,20,20,R,,,44,
2022,47449518,155712926,1,2022-01-05,1,N,220,30,27,F,10,20,N,,,27,
2022,47449519,155712926,2,2022-01-05,1,N,220,29,26,M,20,20,N,,,26,
2022,47174023,154692479,1,2022-01-06,1,N,13B,21,18,F,10,10,U,,,18,
2022,47670208,156550100,1,2022-01-06,1,N,23D,59,56,M,20,40,N,,,56,
2022,47194037,154757997,1,2022-01-06,1,N,13B,36,33,M,10,10,R,,,33,
2022,45331649,148031652,1,2022-01-07,1,N,13B,64,61,M,20,20,R,,,61,
2022,47174024,154692480,1,2022-01-07,3,N,23H,30,27,F,20,20,R,,,27,
2022,47449520,155712928,1,2022-01-08,1,N,13A,38,35,M,10,10,N,,,35,
2022,47670209,156550101,1,2022-01-08,1,N,13B,25,22,F,10,20,N,,,22,
2022,47670210,156550101,2,2022-01-08,1,N,13B,29,26,M,20,20,N,,,26,
2022,47195308,154763440,1,2022-01-08,1,N,13B,25,22,F,98,20,N,,,22,
2022,45233150,147665162,1,2022-01-09,1,N,13B,26,23,M,20,10,R,,,23,
2022,45088500,147137772,1,2022-01-09,1,N,23C,44,41,M,20,20,R,,,41,
2022,45247309,147710473,1,2022-01-09,1,N,23C,36,33,F,20,20,N,,,33,
2022,49359489,162621382,1,2022-01-09,1,N,13A,53,50,M,10,20,N,,,50,
2022,46291068,151457136,1,2022-01-10,1,N,35A,57,54,M,20,20,N,,,54,
2022,46291069,151457136,2,2022-01-10,1,N,35A,61,58,F,20,20,R,,,58,
2022,46560215,152460148,1,2022-01-10,1,N,90Z,27,24,M,20,10,N,,,24,
2022,45230836,147657840,1,2022-01-11,1,N,35A,52,49,M,20,20,R,,,49,
2022,45230837,147657840,2,2022-01-11,1,N,35A,33,30,M,10,20,N,,,30,
2022,47499380,155932864,1,2022-01-12,3,N,13C,26,23,M,20,10,R,,,23,
2022,47194039,154758002,1,2022-01-12,3,N,13B,34,31,M,20,20,N,,,31,
2022,45662578,149258581,1,2022-01-12,3,N,23H,30,27,M,20,20,N,,,27,
2022,48708073,160309212,1,2022-01-12,1,N,13B,56,53,M,98,10,R,,,53,
2022,47194040,154758003,1,2022-01-13,1,N,280,49,46,M,10,20,R,,,46,
2022,47195309,154763442,1,2022-01-13,1,N,23C,35,32,M,20,20,N,,,32,
2022,47195310,154763443,1,2022-01-13,1,N,23C,44,41,M,10,10,R,,,41,
2022,45105750,147203039,1,2022-01-13,1,N,23C,36,33,F,20,20,N,,,33,
2022,48140718,158230655,1,2022-01-13,1,N,220,30,27,M,20,20,R,,,27,
2022,45230838,147657842,1,2022-01-14,3,N,520,61,58,M,98,40,R,,,58,
2022,45230839,147657842,2,2022-01-14,3,N,520,35,32,M,20,10,N,,,32,
2022,47674823,156564064,1,2022-01-14,3,N,13A,43,40,M,10,20,N,,,40,
2022,47216210,154838793,1,2022-01-14,3,N,13B,55,52,M,40,20,N,,,52,
2022,45133966,147287850,1,2022-01-15,3,N,290,35,32,M,20,20,R,,,32,
2022,47216211,154838796,1,2022-01-15,3,N,220,31,28,M,20,20,R,,,28,
2022,46560216,152460149,1,2022-01-15,3,N,13A,24,21,M,20,40,N,,,21,
2022,45524691,148729544,1,2022-01-15,3,N,13B,65,62,M,10,20,R,,,62,
2022,47674824,156564065,1,2022-01-15,3,N,13C,23,20,F,20,20,R,,,20,
2022,47674825,156564066,1,2022-01-16,1,N,520,34,31,M,20,10,R,,,31,
2022,47230374,154895118,1,2022-01-17,1,N,23C,47,44,F,10,40,R,,,44,
2022,47229247,154891139,1,2022-01-17,2,N,23C,38,35,M,10,20,N,,,35,
2022,45279522,147829178,1,2022-01-17,3,N,13A,40,37,M,20,20,R,,,37,
2022,45662579,149258582,1,2022-01-17,1,N,290,39,36,M,10,20,R,,,36,
2022,45174440,147448579,1,2022-01-18,1,N,290,35,32,M,10,20,U,,,32,
2022,48140719,158230665,1,2022-01-18,1,N,220,39,36,M,10,20,R,,,36,
2022,48102075,158095062,1,2022-01-18,1,N,220,38,35,M,20,20,R,,,35,
2022,48102076,158095063,1,2022-01-18,1,N,13B,28,25,F,20,20,N,,,25,
2022,48102077,158095063,2,2022-01-18,1,N,13B,42,39,M,20,20,N,,,39,
2022,45265328,147757844,1,2022-01-18,1,N,280,23,20,M,20,20,R,,,20,
2022,47959820,157575264,1,2022-01-18,3,N,240,33,30,M,20,40,R,,,30,
2022,47621219,156370470,1,2022-01-19,1,N,11A,41,38,M,10,10,R,,,38,
2022,47229248,154891140,1,2022-01-19,1,N,13B,43,40,M,20,20,R,,,40,
2022,45662580,149258583,1,2022-01-19,1,N,23C,36,33,F,10,20,N,,,33,
2022,47671253,156553307,1,2022-01-19,1,N,13B,61,58,F,10,10,R,,,58,
2022,47671254,156553307,2,2022-01-19,1,N,13B,28,25,M,10,10,R,,,25,
2022,45223402,147635566,1,2022-01-20,1,N,13A,25,22,F,20,40,R,,,22,
2022,47230375,154895120,1,2022-01-20,3,N,220,30,27,M,20,20,N,,,27,
2022,45225229,147638220,1,2022-01-21,1,N,290,35,32,M,10,20,N,,,32,
2022,45265329,147757846,1,2022-01-21,1,N,23C,36,33,F,20,20,N,,,33,
2022,47645089,156443388,1,2022-01-21,1,N,90C,32,29,M,20,20,N,,,29,
2022,45727268,149504280,1,2022-01-21,1,N,23D,36,33,F,10,20,N,,,33,
2022,45230841,147657848,1,2022-01-22,1,N,13B,42,39,F,98,10,R,,,39,
2022,48140720,158230673,1,2022-01-22,1,N,23H,50,47,M,20,20,R,,,47,
2022,46964807,153886429,1,2022-01-22,1,N,220,51,48,M,20,20,N,,,48,
2022,47509488,155990662,1,2022-01-22,1,N,13A,38,35,F,20,40,R,,,35,
2022,47509489,155990662,2,2022-01-22,1,N,290,37,34,M,20,10,N,,,34,
2022,45230843,147657851,1,2022-01-23,1,N,35A,39,36,M,10,10,R,,,36,
2022,45230844,147657851,2,2022-01-23,1,N,35A,35,32,M,40,20,R,,,32,
2022,46078212,150650054,1,2022-01-23,1,N,520,32,29,F,20,20,R,,,29,
2022,46078213,150650054,2,2022-01-23,1,N,520,39,36,F,20,20,R,,,36,
2022,45233151,147665167,1,2022-01-23,1,N,220,30,27,F,10,10,R,,,27,
2022,50338608,166220199,1,2022-01-24,1,N,23C,56,53,M,20,20,R,,,53,
2022,47229249,154891149,1,2022-01-24,1,N,13B,61,58,F,40,20,N,,,58,
2022,45279523,147829186,1,2022-01-24,1,N,13C,66,63,F,20,20,R,,,63,
2022,45247311,147710479,1,2022-01-25,1,N,23C,38,35,M,10,20,N,,,35,
2022,45662581,149258586,1,2022-01-25,3,N,23C,37,34,M,10,20,N,,,34,
2022,47261703,154995509,1,2022-01-26,1,N,13B,27,24,M,20,20,N,,,24,
2022,47261704,154995509,2,2022-01-26,1,N,13B,25,22,F,20,20,N,,,22,
2022,47280030,155065766,1,2022-01-26,3,N,13C,32,29,M,20,10,R,,,29,
2022,45491502,148609360,1,2022-01-27,1,N,35A,43,40,M,20,20,R,,,40,
2022,45405403,148253374,1,2022-01-28,1,N,520,64,61,M,10,10,R,,,61,
2022,50583634,167101608,1,2022-01-27,1,N,11D,18,15,M,20,20,R,R,,15,
2022,47499382,155932872,1,2022-01-28,1,N,35A,31,28,M,20,20,R,,,28,
2022,47499383,155932872,2,2022-01-28,2,N,35A,32,29,F,20,20,R,,,29,
2022,45915067,150101282,1,2022-01-28,3,N,13B,37,34,M,20,20,N,,,34,
2022,46560217,152460154,1,2022-01-29,1,N,11D,36,33,M,10,20,R,,,33,
2022,47293183,155102533,1,2022-01-29,1,N,13A,37,34,M,10,10,R,,,34,
2022,47583494,156236122,1,2022-01-30,1,N,13A,61,58,M,10,10,R,,,58,
2022,47510251,155993125,1,2022-01-30,1,N,13A,42,39,M,30,20,R,,,39,
2022,45536313,148766167,1,2022-01-31,1,N,23C,31,28,M,98,40,R,,,28,
2022,45644990,149191692,1,2022-02-01,3,N,13B,39,36,M,20,20,N,,,36,
2022,45644991,149191692,2,2022-02-01,3,N,13B,26,23,F,20,10,N,,,23,
2022,45458908,148481307,1,2022-02-03,3,N,35A,47,44,M,10,20,R,,,44,
2022,47583495,156236123,1,2022-02-04,1,N,23C,44,41,M,20,20,R,,,41,
