data_year,victim_id,injury_id
2022,186698303,4
2022,186698304,4
2022,162265663,5
2022,173639891,5
2022,173639892,5
2022,176390682,8
2022,167167466,4
2022,166993942,5
2022,162425259,5
2022,172292594,5
2022,164681293,5
2022,164681294,5
2022,174929836,5
2022,167167468,5
2022,167167486,5
2022,167167488,4
2022,170950637,5
2022,164675863,4
2022,177306896,4
2022,184071538,5
2022,168744718,5
2022,164067302,5
2022,164108187,5
2022,167200142,5
2022,167200143,5
2022,174929841,5
2022,167167505,4
2022,167167506,4
2022,167167507,4
2022,173015145,5
2022,167167519,5
2022,173015146,4
2022,171043670,4
2022,167167528,4
2022,171043671,5
2022,166970162,5
2022,171043672,4
2022,172638014,4
2022,168319864,1
2022,168319864,4
2022,168319864,8
2022,164067303,4
2022,167167543,5
2022,167167552,4
2022,167167557,4
2022,167167558,4
2022,167167560,4
2022,167167561,4
2022,167194364,4
2022,167194380,4
2022,162326705,5
2022,162326706,4
2022,173783209,3
2022,171103717,5
2022,169616748,5
2022,171240588,4
2022,167194397,5
2022,167194407,4
2022,163043827,3
2022,167194431,4
2022,167194437,4
2022,167194440,5
2022,167194459,5
2022,167194460,4
2022,174774864,1
2022,167194469,4
2022,174774865,1
2022,174774866,4
2022,174774867,4
2022,168322181,5
2022,168322182,5
2022,168322189,4
2022,168322210,5
2022,172793005,5
2022,168322225,4
2022,168322231,4
2022,172793006,5
2022,168322232,4
2022,171103721,4
2022,168322241,5
2022,168322243,5
2022,168322257,4
2022,168322259,5
2022,168322263,4
2022,168322280,5
2022,168322285,5
2022,168322295,5
2022,169120257,4
2022,169120269,5
2022,169120276,4
2022,162909021,4
2022,174943951,5
2022,169120294,4
2022,169120302,5
2022,169120303,5
2022,169120306,4
2022,169120314,4
2022,169120315,4
2022,169120327,4
2022,166993944,5
2022,169120340,4
2022,169120343,5
2022,169120344,4
2022,169120346,4
2022,169120348,4
2022,169120363,4
2022,173002718,4
2022,173002719,4
2022,175125796,5
2022,170510239,4
2022,170510251,4
2022,170510258,5
2022,170510287,5
2022,170510292,4
2022,170510296,4
2022,170510299,4
2022,170510304,5
2022,175125797,5
2022,175125798,5
2022,162824099,4
2022,168889715,5
